row_idx,primary_id,aggregate_id,categorical_label
7600,705.0578,cond-mat,cond-mat
7601,705.1936,cond-mat,cond-mat
7602,806.1761,cond-mat,cond-mat
7603,706.2723,astro-ph,astro-ph
7604,807.3375,nlin,nlin
7605,810.0479,physics,physics
7606,707.2998,cs,cs
7607,807.4332,math,math
7608,706.2805,hep-ph,hep-ph
7609,705.3115,gr-qc,gr-qc
7610,711.1216,cond-mat,cond-mat
7611,806.2413,cond-mat,cond-mat
7612,709.0534,nucl-th,nucl-th
7613,807.0792,hep-lat,hep-lat
7614,711.0017,math,math
7615,710.2624,cond-mat,cond-mat
7616,809.0914,math,math
7617,710.5737,astro-ph,astro-ph
7618,707.0804,q-bio,q-bio
7619,810.1029,hep-ph,hep-ph
7620,709.0255,hep-ph,hep-ph
7621,803.3864,cond-mat,cond-mat
7622,802.3176,hep-ph,hep-ph
7623,807.4926,cond-mat,cond-mat
7624,712.1969,nucl-th,nucl-th
7625,807.0077,hep-th,hep-th
7626,707.0155,math,math
7627,705.409,astro-ph,astro-ph
7628,810.1663,physics,physics
7629,806.018,nlin,nlin
7630,806.2351,cs,cs
7631,708.2832,math,math
7632,808.1512,hep-ph,hep-ph
7633,704.1004,astro-ph,astro-ph
7634,711.3331,cs,cs
7635,810.1104,hep-ph,hep-ph
7636,809.1318,cs,cs
7637,710.1987,math-ph,math-ph
7638,711.302,cond-mat,cond-mat
7639,807.2806,gr-qc,gr-qc
7640,710.1956,hep-th,hep-th
7641,806.2118,cond-mat,cond-mat
7642,809.3844,gr-qc,gr-qc
7643,709.2363,astro-ph,astro-ph
7644,807.001,math,math
7645,812.3355,math,math
7646,801.4653,hep-ph,hep-ph
7647,807.0708,hep-ph,hep-ph
7648,808.1255,cond-mat,cond-mat
7649,810.2967,astro-ph,astro-ph
7650,710.2024,stat,stat
7651,801.3825,astro-ph,astro-ph
7652,705.2567,hep-th,hep-th
7653,709.4159,astro-ph,astro-ph
7654,707.0571,math,math
7655,801.2825,cond-mat,cond-mat
7656,804.3735,cond-mat,cond-mat
7657,803.0181,astro-ph,astro-ph
7658,803.3142,astro-ph,astro-ph
7659,801.0503,hep-th,hep-th
7660,710.4006,physics,physics
7661,712.234,hep-ex,hep-ex
7662,707.4409,physics,physics
7663,809.2633,physics,physics
7664,712.4254,math,math
7665,805.3934,physics,physics
7666,705.0241,physics,physics
7667,802.2341,nucl-th,nucl-th
7668,705.3198,cond-mat,cond-mat
7669,706.4203,math,math
7670,711.0756,hep-ph,hep-ph
7671,706.1348,quant-ph,quant-ph
7672,812.1359,math,math
7673,707.0837,math,math
7674,708.0946,math,math
7675,705.4471,hep-th,hep-th
7676,810.2984,astro-ph,astro-ph
7677,809.4296,q-bio,q-bio
7678,812.135,astro-ph,astro-ph
7679,705.0105,cond-mat,cond-mat
7680,804.1894,cs,cs
7681,809.1773,math,math
7682,706.2936,astro-ph,astro-ph
7683,808.0945,hep-ph,hep-ph
7684,808.4041,hep-lat,hep-lat
7685,704.2606,astro-ph,astro-ph
7686,810.2706,hep-ph,hep-ph
7687,705.0411,math,math
7688,712.2996,math,math
7689,812.2126,math,math
7690,707.1054,cond-mat,cond-mat
7691,710.3582,gr-qc,gr-qc
7692,801.0531,cond-mat,cond-mat
7693,810.1267,cs,cs
7694,709.0866,astro-ph,astro-ph
7695,805.2012,hep-ph,hep-ph
7696,806.3207,hep-th,hep-th
7697,710.5862,physics,physics
7698,705.2833,nlin,nlin
7699,812.192,astro-ph,astro-ph
7700,809.1206,astro-ph,astro-ph
7701,808.3226,astro-ph,astro-ph
7702,807.3648,cs,cs
7703,801.2735,cond-mat,cond-mat
7704,804.2468,math,math
7705,709.1116,math,math
7706,811.1731,astro-ph,astro-ph
7707,806.188,astro-ph,astro-ph
7708,806.0584,hep-th,hep-th
7709,709.1087,hep-ph,hep-ph
7710,708.1024,astro-ph,astro-ph
7711,801.0507,math,math
7712,806.2131,cond-mat,cond-mat
7713,708.3716,astro-ph,astro-ph
7714,708.1812,gr-qc,gr-qc
7715,811.0089,math,math
7716,810.1478,astro-ph,astro-ph
7717,707.0669,gr-qc,gr-qc
7718,809.3495,astro-ph,astro-ph
7719,810.3382,quant-ph,quant-ph
7720,809.0586,cond-mat,cond-mat
7721,710.1466,math,math
7722,805.1293,cs,cs
7723,711.3166,hep-th,hep-th
7724,710.4379,nucl-th,nucl-th
7725,805.3684,hep-ex,hep-ex
7726,807.0744,math,math
7727,706.3749,quant-ph,quant-ph
7728,705.1144,astro-ph,astro-ph
7729,711.1437,quant-ph,quant-ph
7730,805.2823,hep-ph,hep-ph
7731,809.3945,physics,physics
7732,808.3338,math-ph,math-ph
7733,801.1457,cond-mat,cond-mat
7734,708.3345,cond-mat,cond-mat
7735,712.1237,math,math
7736,710.2019,cond-mat,cond-mat
7737,810.0957,math,math
7738,811.0731,cs,cs
7739,804.3949,hep-ph,hep-ph
7740,812.2887,cond-mat,cond-mat
7741,704.2323,physics,physics
7742,809.2123,gr-qc,gr-qc
7743,707.4212,physics,physics
7744,806.4725,quant-ph,quant-ph
7745,807.5118,hep-ph,hep-ph
7746,809.2935,physics,physics
7747,712.2106,math,math
7748,704.37,physics,physics
7749,809.2666,hep-ph,hep-ph
7750,801.4399,hep-th,hep-th
7751,704.1808,gr-qc,gr-qc
7752,812.3506,physics,physics
7753,704.0699,physics,physics
7754,803.0268,gr-qc,gr-qc
7755,802.071,hep-th,hep-th
7756,710.1845,math,math
7757,711.0285,gr-qc,gr-qc
7758,807.3124,hep-ph,hep-ph
7759,805.2913,hep-lat,hep-lat
7760,808.3395,cond-mat,cond-mat
7761,806.013,cs,cs
7762,807.0592,math,math
7763,709.4284,quant-ph,quant-ph
7764,704.0966,nucl-ex,nucl-ex
7765,801.2595,astro-ph,astro-ph
7766,706.1905,q-bio,q-bio
7767,710.5126,astro-ph,astro-ph
7768,811.0406,math,math
7769,709.0991,astro-ph,astro-ph
7770,707.4176,astro-ph,astro-ph
7771,712.4046,cs,cs
7772,807.3969,hep-ex,hep-ex
7773,803.3131,math,math
7774,804.3167,hep-th,hep-th
7775,706.3935,astro-ph,astro-ph
7776,809.2425,math,math
7777,802.1912,math,math
7778,712.1004,math,math
7779,708.1637,cond-mat,cond-mat
7780,708.1118,nucl-th,nucl-th
7781,707.293,physics,physics
7782,709.4657,hep-th,hep-th
7783,805.3037,hep-ph,hep-ph
7784,704.21,astro-ph,astro-ph
7785,803.0586,astro-ph,astro-ph
7786,710.1023,astro-ph,astro-ph
7787,712.0396,hep-ph,hep-ph
7788,708.0739,cond-mat,cond-mat
7789,801.4563,astro-ph,astro-ph
7790,801.3075,astro-ph,astro-ph
7791,708.4053,cond-mat,cond-mat
7792,709.1683,cond-mat,cond-mat
7793,809.3588,cond-mat,cond-mat
7794,707.2167,math,math
7795,708.0898,astro-ph,astro-ph
7796,806.2849,cond-mat,cond-mat
7797,809.2721,math-ph,math-ph
7798,807.4245,cond-mat,cond-mat
7799,802.3628,cs,cs
7800,711.0394,cond-mat,cond-mat
7801,711.0303,quant-ph,quant-ph
7802,806.3456,cs,cs
7803,802.2419,quant-ph,quant-ph
7804,704.3792,cond-mat,cond-mat
7805,810.4123,math,math
7806,807.2706,cond-mat,cond-mat
7807,706.2716,hep-th,hep-th
7808,809.028,cond-mat,cond-mat
7809,810.4081,cond-mat,cond-mat
7810,810.5311,astro-ph,astro-ph
7811,806.3907,hep-th,hep-th
7812,706.0082,cond-mat,cond-mat
7813,804.0437,astro-ph,astro-ph
7814,712.1737,astro-ph,astro-ph
7815,709.409,hep-ph,hep-ph
7816,710.5378,hep-th,hep-th
7817,710.0222,math,math
7818,809.2928,astro-ph,astro-ph
7819,709.1364,hep-ph,hep-ph
7820,707.4649,cond-mat,cond-mat
7821,807.3016,physics,physics
7822,711.0341,astro-ph,astro-ph
7823,709.3987,astro-ph,astro-ph
7824,805.1803,astro-ph,astro-ph
7825,811.1824,math,math
7826,803.3004,cond-mat,cond-mat
7827,810.5463,astro-ph,astro-ph
7828,710.3369,astro-ph,astro-ph
7829,809.4547,math,math
7830,807.1341,math,math
7831,807.3662,math,math
7832,707.1567,cond-mat,cond-mat
7833,710.2578,hep-ph,hep-ph
7834,806.1768,cs,cs
7835,706.0284,hep-ex,hep-ex
7836,807.3488,hep-ph,hep-ph
7837,711.43,gr-qc,gr-qc
7838,804.2205,hep-th,hep-th
7839,707.1802,nlin,nlin
7840,708.2309,cs,cs
7841,812.311,hep-ph,hep-ph
7842,706.4423,cond-mat,cond-mat
7843,805.2402,math-ph,math-ph
7844,705.0496,hep-th,hep-th
7845,803.2402,physics,physics
7846,805.4372,cond-mat,cond-mat
7847,807.0587,cond-mat,cond-mat
7848,705.1155,astro-ph,astro-ph
7849,804.3146,physics,physics
7850,708.1925,math,math
7851,707.1298,astro-ph,astro-ph
7852,709.1708,math,math
7853,806.358,math,math
7854,806.3357,nucl-th,nucl-th
7855,709.327,math,math
7856,808.2176,nucl-th,nucl-th
7857,705.0244,math-ph,math-ph
7858,706.1638,cond-mat,cond-mat
7859,811.3143,astro-ph,astro-ph
7860,704.1584,math,math
7861,712.0948,cs,cs
7862,709.3522,cond-mat,cond-mat
7863,710.5212,math,math
7864,806.4322,hep-ph,hep-ph
7865,808.3127,cond-mat,cond-mat
7866,808.2823,astro-ph,astro-ph
7867,812.3428,math,math
7868,707.1375,math,math
7869,812.1691,math,math
7870,704.235,astro-ph,astro-ph
7871,805.0526,physics,physics
7872,807.375,cond-mat,cond-mat
7873,808.2203,cond-mat,cond-mat
7874,804.1209,nucl-th,nucl-th
7875,708.1103,cond-mat,cond-mat
7876,708.2967,astro-ph,astro-ph
7877,712.1624,q-fin,q-fin
7878,807.3075,cond-mat,cond-mat
7879,802.002,cond-mat,cond-mat
7880,707.2596,cond-mat,cond-mat
7881,809.4733,math,math
7882,811.3572,cond-mat,cond-mat
7883,810.3131,math,math
7884,710.0387,math,math
7885,809.1236,cs,cs
7886,804.2038,math,math
7887,711.2352,astro-ph,astro-ph
7888,712.2576,astro-ph,astro-ph
7889,706.2149,hep-ex,hep-ex
7890,812.3667,quant-ph,quant-ph
7891,806.399,math,math
7892,712.292,cond-mat,cond-mat
7893,806.3847,physics,physics
7894,707.0595,astro-ph,astro-ph
7895,811.1702,astro-ph,astro-ph
7896,706.1293,q-bio,q-bio
7897,711.1379,astro-ph,astro-ph
7898,810.2433,cond-mat,cond-mat
7899,710.2518,astro-ph,astro-ph
7900,809.0656,math,math
7901,811.0015,physics,physics
7902,812.0234,cond-mat,cond-mat
7903,805.2268,math,math
7904,707.3064,astro-ph,astro-ph
7905,811.3606,astro-ph,astro-ph
7906,808.1951,cond-mat,cond-mat
7907,810.2182,math,math
7908,808.0837,math-ph,math-ph
7909,803.1373,astro-ph,astro-ph
7910,812.1724,math,math
7911,710.1697,astro-ph,astro-ph
7912,801.3204,cond-mat,cond-mat
7913,806.0425,math,math
7914,706.4066,nucl-th,nucl-th
7915,810.2762,hep-ph,hep-ph
7916,712.1825,astro-ph,astro-ph
7917,711.0843,astro-ph,astro-ph
7918,810.2838,quant-ph,quant-ph
7919,712.2613,math,math
7920,805.4197,astro-ph,astro-ph
7921,807.4961,hep-ex,hep-ex
7922,708.0325,hep-th,hep-th
7923,704.1176,astro-ph,astro-ph
7924,710.2631,physics,physics
7925,704.2593,hep-ph,hep-ph
7926,811.2133,physics,physics
7927,811.3856,cond-mat,cond-mat
7928,811.2911,hep-ph,hep-ph
7929,807.3858,math-ph,math-ph
7930,802.1375,math,math
7931,704.0102,math,math
7932,811.3167,cond-mat,cond-mat
7933,807.2153,math,math
7934,806.3327,math,math
7935,811.1215,cond-mat,cond-mat
7936,705.1032,astro-ph,astro-ph
7937,812.1129,hep-ph,hep-ph
7938,805.2241,hep-ph,hep-ph
7939,806.3696,quant-ph,quant-ph
7940,709.1882,quant-ph,quant-ph
7941,707.2198,astro-ph,astro-ph
7942,707.1531,cond-mat,cond-mat
7943,810.5298,cond-mat,cond-mat
7944,806.0411,astro-ph,astro-ph
7945,706.2226,quant-ph,quant-ph
7946,806.2619,math,math
7947,805.0818,physics,physics
7948,706.1038,quant-ph,quant-ph
7949,809.1055,astro-ph,astro-ph
7950,807.1942,astro-ph,astro-ph
7951,706.358,math,math
7952,810.4738,q-bio,q-bio
7953,704.3113,math,math
7954,806.3532,physics,physics
7955,705.3215,physics,physics
7956,711.3665,math,math
7957,712.3345,astro-ph,astro-ph
7958,804.2279,cond-mat,cond-mat
7959,711.1509,hep-ph,hep-ph
7960,809.0762,cond-mat,cond-mat
7961,801.4537,astro-ph,astro-ph
7962,711.0137,quant-ph,quant-ph
7963,810.444,cs,cs
7964,708.0904,cond-mat,cond-mat
7965,708.1932,quant-ph,quant-ph
7966,712.1255,cond-mat,cond-mat
7967,708.077,quant-ph,quant-ph
7968,806.1086,astro-ph,astro-ph
7969,805.0039,physics,physics
7970,808.1765,astro-ph,astro-ph
7971,705.0007,cond-mat,cond-mat
7972,704.2998,physics,physics
7973,801.177,astro-ph,astro-ph
7974,801.1275,cs,cs
7975,710.294,nucl-th,nucl-th
7976,801.4068,physics,physics
7977,802.1519,astro-ph,astro-ph
7978,805.418,math,math
7979,811.1179,nlin,nlin
7980,801.4822,math,math
7981,708.4117,cond-mat,cond-mat
7982,803.3686,cond-mat,cond-mat
7983,806.4074,cond-mat,cond-mat
7984,806.3009,math,math
7985,810.1386,math,math
7986,808.3857,stat,stat
7987,710.0524,cond-mat,cond-mat
7988,708.2831,astro-ph,astro-ph
7989,710.5231,nlin,nlin
7990,812.1436,cond-mat,cond-mat
7991,704.2099,gr-qc,gr-qc
7992,803.2156,cond-mat,cond-mat
7993,803.0177,physics,physics
7994,810.4832,astro-ph,astro-ph
7995,704.3137,physics,physics
7996,810.181,physics,physics
7997,709.2876,hep-th,hep-th
7998,808.393,physics,physics
7999,709.2631,cond-mat,cond-mat
8000,706.0748,math,math
8001,707.1141,cond-mat,cond-mat
8002,705.3106,math,math
8003,803.0593,astro-ph,astro-ph
8004,710.2898,math,math
8005,806.3769,stat,stat
8006,803.2029,astro-ph,astro-ph
8007,708.4172,math,math
8008,708.2457,math,math
8009,808.396,quant-ph,quant-ph
8010,706.2058,physics,physics
8011,806.1017,math,math
8012,807.1046,hep-th,hep-th
8013,806.2551,astro-ph,astro-ph
8014,801.4663,quant-ph,quant-ph
8015,804.3818,q-fin,q-fin
8016,704.323,cond-mat,cond-mat
8017,808.0629,math-ph,math-ph
8018,804.1197,astro-ph,astro-ph
8019,709.3194,math,math
8020,710.2488,math,math
8021,706.448,cond-mat,cond-mat
8022,705.4018,quant-ph,quant-ph
8023,711.4029,cond-mat,cond-mat
8024,708.2956,math,math
8025,710.2376,math,math
8026,802.1,hep-ex,hep-ex
8027,810.2463,astro-ph,astro-ph
8028,704.0152,nucl-th,nucl-th
8029,710.5548,astro-ph,astro-ph
8030,706.4048,cs,cs
8031,709.0228,nucl-th,nucl-th
8032,812.3348,physics,physics
8033,811.3944,astro-ph,astro-ph
8034,705.0503,math,math
8035,704.2645,hep-th,hep-th
8036,706.1297,cond-mat,cond-mat
8037,807.0104,quant-ph,quant-ph
8038,804.3446,hep-th,hep-th
8039,809.0975,hep-ph,hep-ph
8040,811.3498,quant-ph,quant-ph
8041,803.3184,astro-ph,astro-ph
8042,805.3203,math,math
8043,806.0127,nlin,nlin
8044,708.1219,physics,physics
8045,809.2396,hep-ph,hep-ph
8046,706.2607,astro-ph,astro-ph
8047,709.3087,astro-ph,astro-ph
8048,802.2461,hep-ph,hep-ph
8049,711.161,math,math
8050,807.31,physics,physics
8051,809.181,cs,cs
8052,809.1578,q-bio,q-bio
8053,801.2947,nucl-ex,nucl-ex
8054,711.1227,cs,cs
8055,801.367,physics,physics
8056,707.3101,gr-qc,gr-qc
8057,707.2492,cond-mat,cond-mat
8058,705.2834,hep-th,hep-th
8059,807.3921,hep-ph,hep-ph
8060,807.2288,astro-ph,astro-ph
8061,801.4967,math,math
8062,801.0413,cond-mat,cond-mat
8063,805.3488,hep-th,hep-th
8064,705.2233,hep-th,hep-th
8065,812.2541,physics,physics
8066,707.3631,math,math
8067,707.1561,astro-ph,astro-ph
8068,806.0252,math,math
8069,807.2796,nlin,nlin
8070,704.2543,astro-ph,astro-ph
8071,708.2374,cond-mat,cond-mat
8072,806.1007,math,math
8073,801.1735,math-ph,math-ph
8074,801.099,astro-ph,astro-ph
8075,806.3619,cond-mat,cond-mat
8076,712.0781,hep-ph,hep-ph
8077,707.2839,math,math
8078,712.3276,hep-th,hep-th
8079,810.3868,math,math
8080,805.2296,hep-ph,hep-ph
8081,709.0617,cond-mat,cond-mat
8082,802.2573,quant-ph,quant-ph
8083,712.2045,cond-mat,cond-mat
8084,803.314,math,math
8085,802.0887,astro-ph,astro-ph
8086,707.398,astro-ph,astro-ph
8087,711.2913,math,math
8088,801.4777,cs,cs
8089,809.0138,astro-ph,astro-ph
8090,809.4454,nlin,nlin
8091,709.4599,math,math
8092,803.0311,cond-mat,cond-mat
8093,710.4425,gr-qc,gr-qc
8094,804.3017,astro-ph,astro-ph
8095,709.0348,hep-th,hep-th
8096,807.4059,math-ph,math-ph
8097,804.3684,math-ph,math-ph
8098,802.1385,cond-mat,cond-mat
8099,708.4144,nucl-ex,nucl-ex
8100,708.0271,cs,cs
8101,809.0058,math,math
8102,806.3657,hep-ph,hep-ph
8103,809.1691,math,math
8104,806.3452,math,math
8105,711.0946,physics,physics
8106,802.0977,hep-ph,hep-ph
8107,712.0386,hep-ph,hep-ph
8108,810.3569,cond-mat,cond-mat
8109,806.4976,math,math
8110,710.4648,math,math
8111,808.1358,math,math
8112,711.0117,gr-qc,gr-qc
8113,801.3056,q-bio,q-bio
8114,711.4307,astro-ph,astro-ph
8115,812.0465,gr-qc,gr-qc
8116,707.4245,math,math
8117,808.0348,math,math
8118,705.2739,math,math
8119,806.3334,math,math
8120,810.5078,math,math
8121,808.2965,math-ph,math-ph
8122,810.5535,cs,cs
8123,811.1814,physics,physics
8124,806.228,astro-ph,astro-ph
8125,808.0017,hep-ex,hep-ex
8126,708.4276,astro-ph,astro-ph
8127,710.4933,cond-mat,cond-mat
8128,803.155,cond-mat,cond-mat
8129,810.4023,math,math
8130,710.1695,astro-ph,astro-ph
8131,810.3801,cond-mat,cond-mat
8132,707.0835,math,math
8133,802.0647,math,math
8134,705.4559,hep-ph,hep-ph
8135,704.2523,cond-mat,cond-mat
8136,804.1852,nlin,nlin
8137,801.1939,hep-ph,hep-ph
8138,803.191,quant-ph,quant-ph
8139,806.3558,quant-ph,quant-ph
8140,811.4763,cond-mat,cond-mat
8141,812.1467,hep-lat,hep-lat
8142,808.3111,astro-ph,astro-ph
8143,709.0517,math,math
8144,812.2478,astro-ph,astro-ph
8145,804.3543,astro-ph,astro-ph
8146,705.3421,astro-ph,astro-ph
8147,801.2551,astro-ph,astro-ph
8148,707.231,hep-th,hep-th
8149,801.054,cs,cs
8150,810.4779,astro-ph,astro-ph
8151,801.3011,math,math
8152,809.2356,math,math
8153,711.3248,hep-th,hep-th
8154,810.1805,nucl-th,nucl-th
8155,804.0375,cond-mat,cond-mat
8156,707.0033,math,math
8157,710.5078,quant-ph,quant-ph
8158,810.5018,gr-qc,gr-qc
8159,805.1451,gr-qc,gr-qc
8160,707.3436,astro-ph,astro-ph
8161,809.2503,cond-mat,cond-mat
8162,704.3762,cond-mat,cond-mat
8163,712.0082,astro-ph,astro-ph
8164,804.2254,cond-mat,cond-mat
8165,705.4407,hep-ph,hep-ph
8166,811.0571,astro-ph,astro-ph
8167,802.0453,math-ph,math-ph
8168,710.2862,hep-lat,hep-lat
8169,706.1959,astro-ph,astro-ph
8170,711.3643,math,math
8171,709.0185,math,math
8172,706.3936,hep-th,hep-th
8173,805.3311,cond-mat,cond-mat
8174,811.3926,gr-qc,gr-qc
8175,705.3879,cond-mat,cond-mat
8176,802.2638,hep-th,hep-th
8177,706.1008,nlin,nlin
8178,808.2831,math,math
8179,803.3799,cond-mat,cond-mat
8180,707.3291,quant-ph,quant-ph
8181,709.3124,math-ph,math-ph
8182,710.4343,hep-th,hep-th
8183,806.4846,hep-ph,hep-ph
8184,712.377,nlin,nlin
8185,811.4335,cond-mat,cond-mat
8186,704.2443,cond-mat,cond-mat
8187,808.243,cond-mat,cond-mat
8188,707.0552,hep-th,hep-th
8189,706.2076,cs,cs
8190,809.3526,astro-ph,astro-ph
8191,705.1067,math,math
8192,812.0929,cond-mat,cond-mat
8193,802.0857,physics,physics
8194,802.1317,math,math
8195,801.1325,astro-ph,astro-ph
8196,704.0348,astro-ph,astro-ph
8197,811.4119,hep-ph,hep-ph
8198,711.476,astro-ph,astro-ph
8199,809.3552,cond-mat,cond-mat
8200,805.2631,nucl-ex,nucl-ex
8201,705.1977,hep-ph,hep-ph
8202,811.1861,astro-ph,astro-ph
8203,810.3586,hep-ph,hep-ph
8204,801.1663,math,math
8205,801.141,cs,cs
8206,711.0264,quant-ph,quant-ph
8207,802.4339,cond-mat,cond-mat
8208,707.4549,math,math
8209,708.3698,astro-ph,astro-ph
8210,804.0139,astro-ph,astro-ph
8211,708.3121,hep-th,hep-th
8212,711.0675,hep-ph,hep-ph
8213,706.4038,cs,cs
8214,812.109,math,math
8215,808.353,hep-th,hep-th
8216,802.2477,astro-ph,astro-ph
8217,810.2613,math,math
8218,807.2867,cond-mat,cond-mat
8219,802.0447,cond-mat,cond-mat
8220,808.3077,math,math
8221,710.2687,math,math
8222,803.4193,astro-ph,astro-ph
8223,812.0098,nucl-th,nucl-th
8224,707.4189,cond-mat,cond-mat
8225,811.3694,physics,physics
8226,807.4994,quant-ph,quant-ph
8227,809.5174,astro-ph,astro-ph
8228,807.248,hep-ph,hep-ph
8229,705.3053,astro-ph,astro-ph
8230,809.2989,math,math
8231,704.3236,astro-ph,astro-ph
8232,807.0693,physics,physics
8233,805.1993,quant-ph,quant-ph
8234,710.4323,cond-mat,cond-mat
8235,704.0709,quant-ph,quant-ph
8236,810.2438,cond-mat,cond-mat
8237,705.402,astro-ph,astro-ph
8238,706.257,math,math
8239,704.3279,physics,physics
8240,809.3323,astro-ph,astro-ph
8241,709.0815,cond-mat,cond-mat
8242,712.2707,hep-ph,hep-ph
8243,710.3871,math,math
8244,811.1229,gr-qc,gr-qc
8245,710.0635,math,math
8246,809.3631,math,math
8247,801.4358,math-ph,math-ph
8248,812.3012,math-ph,math-ph
8249,807.2824,math,math
8250,811.296,cond-mat,cond-mat
8251,803.4329,math,math
8252,805.3077,astro-ph,astro-ph
8253,711.33,cs,cs
8254,811.0401,physics,physics
8255,802.0149,astro-ph,astro-ph
8256,711.0259,cs,cs
8257,706.1305,gr-qc,gr-qc
8258,809.1871,astro-ph,astro-ph
8259,807.3208,quant-ph,quant-ph
8260,710.4221,math,math
8261,708.274,astro-ph,astro-ph
8262,707.4543,hep-ph,hep-ph
8263,801.4736,cond-mat,cond-mat
8264,812.3807,math,math
8265,801.398,math,math
8266,805.3052,astro-ph,astro-ph
8267,712.3274,math,math
8268,704.1331,math,math
8269,812.0836,math,math
8270,808.3061,physics,physics
8271,803.0492,nucl-ex,nucl-ex
8272,705.1068,hep-th,hep-th
8273,707.2331,cond-mat,cond-mat
8274,801.4002,cond-mat,cond-mat
8275,812.0075,math,math
8276,706.312,hep-ph,hep-ph
8277,704.1071,astro-ph,astro-ph
8278,706.0765,cond-mat,cond-mat
8279,706.0551,math,math
8280,801.2341,math,math
8281,712.4277,hep-th,hep-th
8282,710.4495,math,math
8283,801.3609,astro-ph,astro-ph
8284,712.3721,gr-qc,gr-qc
8285,808.1658,quant-ph,quant-ph
8286,712.2445,astro-ph,astro-ph
8287,705.227,cs,cs
8288,710.1051,nucl-ex,nucl-ex
8289,810.0657,astro-ph,astro-ph
8290,801.3312,cond-mat,cond-mat
8291,808.3653,math,math
8292,804.1125,hep-th,hep-th
8293,807.1913,astro-ph,astro-ph
8294,810.4656,math,math
8295,811.1651,math,math
8296,807.2124,q-fin,q-fin
8297,807.3284,astro-ph,astro-ph
8298,708.1804,astro-ph,astro-ph
8299,811.3057,math,math
8300,710.0956,quant-ph,quant-ph
8301,811.1816,physics,physics
8302,801.2016,hep-lat,hep-lat
8303,708.1498,quant-ph,quant-ph
8304,707.2731,cond-mat,cond-mat
8305,712.3708,cond-mat,cond-mat
8306,808.3396,cond-mat,cond-mat
8307,808.1691,hep-ph,hep-ph
8308,812.1169,astro-ph,astro-ph
8309,803.3148,quant-ph,quant-ph
8310,808.3696,hep-ph,hep-ph
8311,812.0994,hep-ph,hep-ph
8312,810.0593,math,math
8313,704.2391,math,math
8314,706.2365,cond-mat,cond-mat
8315,802.4098,hep-ph,hep-ph
8316,705.1968,astro-ph,astro-ph
8317,809.1165,physics,physics
8318,706.2901,math,math
8319,811.4417,cond-mat,cond-mat
8320,810.3723,hep-ex,hep-ex
8321,807.068,astro-ph,astro-ph
8322,801.153,math,math
8323,704.2221,cond-mat,cond-mat
8324,806.1353,math,math
8325,805.2573,hep-th,hep-th
8326,709.3812,physics,physics
8327,801.1156,astro-ph,astro-ph
8328,707.2662,math,math
8329,711.2133,nucl-th,nucl-th
8330,708.3523,cond-mat,cond-mat
8331,804.1326,hep-th,hep-th
8332,710.5057,astro-ph,astro-ph
8333,711.2534,hep-th,hep-th
8334,801.4189,hep-th,hep-th
8335,708.0687,cond-mat,cond-mat
8336,707.4002,astro-ph,astro-ph
8337,704.114,cond-mat,cond-mat
8338,802.2171,math,math
8339,707.1943,gr-qc,gr-qc
8340,801.0242,cond-mat,cond-mat
8341,710.3093,hep-th,hep-th
8342,807.2904,cond-mat,cond-mat
8343,707.0139,cond-mat,cond-mat
8344,710.2396,math,math
8345,712.1383,cond-mat,cond-mat
8346,707.4457,cond-mat,cond-mat
8347,707.1067,math-ph,math-ph
8348,808.2308,math,math
8349,807.3813,gr-qc,gr-qc
8350,804.46,cond-mat,cond-mat
8351,807.1065,math,math
8352,712.3134,cond-mat,cond-mat
8353,808.302,math,math
8354,810.2011,quant-ph,quant-ph
8355,708.12,cond-mat,cond-mat
8356,802.2435,math-ph,math-ph
8357,810.3094,cond-mat,cond-mat
8358,709.1421,math,math
8359,807.4821,hep-ph,hep-ph
8360,712.0052,nucl-th,nucl-th
8361,805.1512,astro-ph,astro-ph
8362,711.1393,hep-ph,hep-ph
8363,807.1438,physics,physics
8364,804.1755,cond-mat,cond-mat
8365,806.4082,astro-ph,astro-ph
8366,806.0506,quant-ph,quant-ph
8367,711.4162,hep-ph,hep-ph
8368,808.2012,physics,physics
8369,709.0486,physics,physics
8370,709.1326,cond-mat,cond-mat
8371,805.1561,q-bio,q-bio
8372,705.281,math,math
8373,812.1915,cs,cs
8374,807.4267,cond-mat,cond-mat
8375,708.4131,stat,stat
8376,812.3679,math,math
8377,805.1944,astro-ph,astro-ph
8378,712.252,astro-ph,astro-ph
8379,708.3713,cond-mat,cond-mat
8380,711.0607,cs,cs
8381,809.3022,gr-qc,gr-qc
8382,804.1926,cond-mat,cond-mat
8383,712.2069,math,math
8384,807.1846,math,math
8385,704.0116,math-ph,math-ph
8386,806.2376,astro-ph,astro-ph
8387,806.0072,math,math
8388,709.1249,physics,physics
8389,710.1019,math,math
8390,712.3581,cond-mat,cond-mat
8391,812.0948,cond-mat,cond-mat
8392,705.2332,math,math
8393,710.1459,math,math
8394,801.2169,astro-ph,astro-ph
8395,806.4603,cond-mat,cond-mat
8396,806.1067,astro-ph,astro-ph
8397,805.4263,astro-ph,astro-ph
8398,708.2817,cond-mat,cond-mat
8399,712.2964,astro-ph,astro-ph
8400,804.296,cs,cs
8401,712.2378,math,math
8402,710.5322,math,math
8403,704.1365,quant-ph,quant-ph
8404,710.5663,hep-th,hep-th
8405,710.5301,q-fin,q-fin
