row_idx,primary_id,aggregate_id,categorical_label,scalar_label
2136,26078,Americas,1,10.95
2137,24825,Americas,1,
2138,10192,World,0,17.75
2139,35813,Americas,1,21.29
2140,37089,Military,3,17.95
2141,13474,Americas,1,21.99
2142,29848,Americas,1,25.0
2143,27279,Europe,4,9.99
2144,41436,Americas,1,9.95
2145,32748,Americas,1,14.95
2146,31786,Americas,1,
2147,17484,Americas,1,
2148,8248,Americas,1,
2149,9826,Americas,1,23.15
2150,27771,Military,3,14.3
2151,19235,Americas,1,19.95
2152,11029,Europe,4,16.06
2153,10943,Military,3,30.83
2154,1323,World,0,12.75
2155,15617,World,0,19.48
2156,22986,Americas,1,67.61
2157,25336,World,0,12.95
2158,5501,World,0,21.91
2159,4815,Military,3,7.12
2160,28970,Military,3,18.95
2161,18592,Americas,1,
2162,608,World,0,
2163,9758,Europe,4,66.72
2164,29353,Military,3,25.72
2165,33681,Americas,1,14.45
2166,39902,Americas,1,
2167,12988,Americas,1,14.56
2168,33086,Americas,1,
2169,12573,Americas,1,20.99
2170,22136,Americas,1,9.31
2171,2507,World,0,9.95
2172,5471,Americas,1,9.97
2173,5692,World,0,16.99
2174,8406,Americas,1,
2175,13150,Americas,1,20.5
2176,35478,Americas,1,21.12
2177,11107,World,0,22.43
2178,26282,Americas,1,24.0
2179,23338,Americas,1,
2180,791,World,0,14.99
2181,13013,Americas,1,12.69
2182,24049,Americas,1,5.1
2183,36966,Military,3,7.78
2184,1467,Americas,1,12.79
2185,8891,Americas,1,
2186,24699,Americas,1,7.95
2187,19062,Americas,1,14.06
2188,10393,Americas,1,17.72
2189,23670,Military,3,135.0
2190,33809,Americas,1,14.13
2191,33181,Military,3,13.23
2192,37926,Military,3,30.41
2193,24004,Americas,1,
2194,33729,Americas,1,5.7
2195,24716,Americas,1,13.0
2196,10287,Americas,1,
2197,3698,Americas,1,10.38
2198,16420,Americas,1,
2199,1319,World,0,13.47
2200,23882,Americas,1,
2201,13302,Americas,1,21.99
2202,38688,Military,3,17.67
2203,21499,World,0,13.71
2204,9038,World,0,11.95
2205,13538,Americas,1,21.99
2206,41335,Americas,1,13.3
2207,5198,World,0,5.56
2208,2362,World,0,29.76
2209,35789,Americas,1,
2210,10289,Europe,4,8.98
2211,19609,Americas,1,18.35
2212,5042,Americas,1,16.93
2213,4740,Ancient Civilizations,7,43.55
2214,4128,World,0,34.95
2215,39654,Military,3,15.6
2216,39209,Military,3,56.44
2217,6132,Military,3,
2218,429,Middle East,8,8.25
2219,30057,Americas,1,21.24
2220,10137,Americas,1,7.95
2221,20740,Americas,1,15.69
2222,39488,Military,3,
2223,26816,Americas,1,24.99
2224,40749,Asia,2,31.63
2225,36981,Europe,4,
2226,26680,Americas,1,14.55
2227,11665,Americas,1,21.98
2228,7070,Military,3,
2229,16054,Americas,1,34.63
2230,3885,World,0,33.98
2231,35526,Americas,1,19.44
2232,28981,Europe,4,7.79
2233,1398,Military,3,32.28
2234,9035,Americas,1,13.99
2235,10755,Americas,1,13.99
2236,16170,Europe,4,
2237,32648,Americas,1,10.09
2238,14233,Americas,1,18.38
2239,21239,World,0,35.95
2240,31662,Americas,1,15.16
2241,34290,Americas,1,19.66
2242,6245,Americas,1,11.95
2243,32486,Europe,4,6.4
2244,17315,Americas,1,27.46
2245,41175,Military,3,120.0
2246,470,World,0,16.76
2247,39501,World,0,
2248,20302,Americas,1,18.27
2249,22138,World,0,
2250,22715,Americas,1,4.5
2251,2907,Americas,1,
2252,25543,Americas,1,16.95
2253,24627,Americas,1,17.95
2254,30511,Americas,1,19.09
2255,21780,Ancient Civilizations,7,18.95
2256,8394,Europe,4,27.05
2257,8829,World,0,49.95
2258,26533,Americas,1,24.3
2259,24308,Americas,1,
2260,7237,Americas,1,9.32
2261,22809,Americas,1,
2262,37224,World,0,60.53
2263,29105,Military,3,16.22
2264,26847,Americas,1,
2265,7538,Europe,4,
2266,28200,Americas,1,14.95
2267,29131,Military,3,13.59
2268,6478,Ancient Civilizations,7,14.58
2269,11300,Americas,1,21.99
2270,37878,Americas,1,16.35
2271,35128,Americas,1,15.4
2272,26090,Americas,1,20.0
2273,23455,Americas,1,
2274,17655,Americas,1,19.45
2275,10583,World,0,33.95
2276,40784,Military,3,23.3
2277,16577,Americas,1,34.95
2278,19770,World,0,16.74
2279,2744,Americas,1,
2280,26675,Americas,1,17.4
2281,18241,World,0,25.49
2282,28085,Americas,1,21.99
2283,4289,Americas,1,25.0
2284,3434,World,0,44.71
2285,25907,Americas,1,18.99
2286,37562,Military,3,
2287,6119,Ancient Civilizations,7,
2288,13405,Americas,1,17.39
2289,18583,Military,3,18.95
2290,29286,Military,3,37.14
2291,12995,Americas,1,21.99
2292,6111,Americas,1,21.98
2293,7580,Americas,1,17.17
2294,22957,Americas,1,18.95
2295,30476,World,0,17.95
2296,31744,Americas,1,60.0
2297,24873,Americas,1,20.91
2298,35439,Americas,1,17.42
2299,13267,Americas,1,19.79
2300,13642,Americas,1,
2301,6933,Europe,4,59.97
2302,1786,Americas,1,
2303,4741,World,0,15.3
2304,33075,Americas,1,26.78
2305,3622,Americas,1,10.71
2306,5152,Americas,1,16.97
2307,38301,Americas,1,
2308,13674,Asia,2,104.81
2309,4520,Russia,5,27.0
2310,35752,Americas,1,10.07
2311,21483,Military,3,
2312,8768,Americas,1,
2313,14558,Americas,1,7.91
2314,17192,Americas,1,24.95
2315,22893,Americas,1,24.95
2316,12357,Americas,1,21.99
2317,12776,Americas,1,17.37
2318,27688,Americas,1,12.2
2319,24392,Americas,1,24.39
2320,1895,Europe,4,
2321,36096,Europe,4,18.95
2322,34354,Americas,1,12.79
2323,32822,Military,3,10.93
2324,13912,Americas,1,15.94
2325,29942,World,0,10.87
2326,27316,Military,3,7.95
2327,6049,Middle East,8,17.2
2328,31785,Americas,1,32.74
2329,1623,Europe,4,14.4
2330,22871,Americas,1,
2331,17119,Americas,1,
2332,39432,Military,3,21.23
2333,31623,Americas,1,11.14
2334,8409,Historical Study & Educational Resources,9,
2335,35019,Europe,4,4.5
2336,8021,Military,3,
2337,35027,Americas,1,21.52
2338,33728,Americas,1,19.28
2339,31590,Americas,1,
2340,29423,Americas,1,11.59
2341,35553,Americas,1,19.77
2342,25203,Americas,1,
2343,32030,Americas,1,
2344,5183,World,0,34.49
2345,31621,Americas,1,15.99
2346,10734,Military,3,
2347,25859,Americas,1,14.0
2348,20578,Americas,1,25.95
2349,38507,Europe,4,14.53
2350,13904,Americas,1,12.75
2351,21234,Americas,1,25.21
2352,38209,Military,3,
2353,36838,Military,3,15.39
2354,4932,Military,3,6.53
2355,35239,World,0,14.25
2356,34394,Americas,1,19.99
2357,7578,Americas,1,16.26
2358,13681,Americas,1,
2359,36302,Military,3,6.29
2360,35652,Americas,1,18.93
2361,16227,World,0,20.44
2362,13325,Americas,1,18.39
2363,39912,Ancient Civilizations,7,28.03
2364,7579,Americas,1,10.26
2365,10829,Americas,1,20.07
2366,31745,Americas,1,19.95
2367,40595,Russia,5,33.0
2368,18917,World,0,16.92
2369,28159,Americas,1,21.25
2370,40543,World,0,40.51
2371,23876,Americas,1,9.99
2372,27039,Americas,1,14.63
2373,13968,Middle East,8,
2374,33813,Americas,1,
2375,6871,Europe,4,
2376,14943,Europe,4,
2377,19345,Americas,1,41.1
2378,39473,Asia,2,
2379,36482,Europe,4,9.08
2380,40363,Americas,1,
2381,5115,Military,3,66.49
2382,38217,Asia,2,21.95
2383,8729,Americas,1,
2384,32796,Americas,1,
2385,31931,Americas,1,26.95
2386,24458,Americas,1,15.0
2387,35391,Americas,1,19.99
2388,304,Americas,1,7.78
2389,1484,World,0,14.88
2390,13328,Americas,1,21.99
2391,11215,Americas,1,21.99
2392,8153,World,0,
2393,480,World,0,
2394,26813,Americas,1,11.88
2395,34391,Americas,1,19.09
2396,12739,Americas,1,21.99
2397,31053,Military,3,31.79
2398,41069,Americas,1,14.5
2399,34376,Americas,1,18.36
2400,18798,Europe,4,17.77
2401,28548,Americas,1,17.38
2402,34035,Americas,1,13.95
2403,39947,Americas,1,20.72
2404,38731,Military,3,51.26
2405,6415,Americas,1,18.98
2406,26387,Europe,4,49.99
2407,14944,Europe,4,14.0
2408,34794,Military,3,42.34
2409,34694,Americas,1,22.03
2410,17605,Military,3,
2411,30427,Americas,1,21.95
2412,14884,Americas,1,9.26
2413,25749,Military,3,29.0
2414,6698,Americas,1,
2415,18282,World,0,
2416,5030,Americas,1,14.61
2417,21072,Americas,1,
2418,27792,Americas,1,21.95
2419,9225,World,0,8.99
2420,37466,Europe,4,19.95
2421,7759,Americas,1,27.95
2422,3431,Americas,1,59.0
2423,20680,World,0,28.95
2424,28670,Military,3,13.95
2425,27662,World,0,22.62
2426,35667,Americas,1,18.56
2427,15897,Americas,1,6.75
2428,8278,World,0,35.23
2429,36819,Military,3,40.45
2430,19792,World,0,30.0
2431,19170,Americas,1,
2432,21861,Europe,4,12.45
2433,6165,Americas,1,15.27
2434,3095,World,0,35.0
2435,3419,Americas,1,11.95
2436,34229,Americas,1,18.54
2437,15145,Americas,1,
2438,40315,Asia,2,22.17
2439,26070,Military,3,9.99
2440,24597,Americas,1,
2441,1640,Europe,4,11.55
2442,19348,Europe,4,53.33
2443,19452,World,0,16.2
2444,5694,Americas,1,18.36
2445,20484,Americas,1,29.47
2446,29396,Americas,1,16.81
2447,4201,Americas,1,17.38
2448,26757,Americas,1,18.0
2449,25925,World,0,
2450,550,Americas,1,6.66
2451,20576,World,0,
2452,27327,Military,3,14.95
2453,35117,Americas,1,9.99
2454,38153,Military,3,18.95
2455,38626,Military,3,22.95
2456,38207,Europe,4,16.16
2457,30516,Military,3,17.46
2458,25134,Military,3,
2459,8969,Americas,1,9.87
2460,70,World,0,24.23
2461,7321,World,0,8.92
2462,8687,Americas,1,
2463,1442,World,0,21.0
2464,7155,Americas,1,
2465,31920,Americas,1,
2466,4608,Americas,1,36.0
2467,853,World,0,10.87
2468,3643,Americas,1,19.63
2469,3604,Military,3,43.82
2470,30532,Americas,1,
2471,10279,Americas,1,
2472,2541,World,0,
2473,31304,World,0,12.99
2474,5053,Americas,1,
2475,17247,Americas,1,
2476,3548,Europe,4,26.09
2477,32044,Asia,2,
2478,39983,World,0,4.65
2479,33134,Americas,1,18.8
2480,10036,Americas,1,5.79
2481,17021,Americas,1,29.99
2482,20433,Americas,1,22.45
2483,26621,Europe,4,28.25
2484,18707,Military,3,18.75
2485,34787,World,0,18.6
2486,128,Military,3,
2487,6046,Europe,4,28.0
2488,37682,Europe,4,18.56
2489,34294,Americas,1,25.65
2490,25813,Americas,1,28.95
2491,24140,Military,3,
2492,1175,Europe,4,
2493,4702,World,0,22.0
2494,41536,Americas,1,
2495,2259,Americas,1,
2496,29513,Americas,1,25.0
2497,31396,Americas,1,7.95
2498,10869,Military,3,7.1
2499,8124,World,0,
2500,2625,World,0,
2501,28428,Americas,1,17.33
2502,28384,Americas,1,21.99
2503,38495,Military,3,17.94
2504,26922,World,0,
2505,15292,Americas,1,14.99
2506,33050,Americas,1,9.99
2507,37050,Military,3,17.95
2508,2284,World,0,
2509,24382,Americas,1,
2510,41066,Americas,1,45.96
2511,32794,World,0,
2512,12006,Americas,1,16.7
2513,26134,Military,3,24.95
2514,11843,Americas,1,21.99
2515,39367,Americas,1,12.88
2516,12353,Americas,1,18.72
2517,12000,Americas,1,20.38
2518,32659,Americas,1,22.52
2519,17811,Americas,1,
2520,11854,Americas,1,21.99
2521,34995,World,0,16.81
2522,7568,World,0,19.95
2523,26052,World,0,25.16
2524,38061,Asia,2,17.95
2525,15541,World,0,24.99
2526,10992,Americas,1,22.23
2527,6271,Americas,1,
2528,2772,Americas,1,
2529,11960,Americas,1,21.32
2530,19550,Americas,1,
2531,469,World,0,12.99
2532,40466,Americas,1,
2533,27214,Historical Study & Educational Resources,9,
2534,8897,Americas,1,
2535,1240,Americas,1,10.11
2536,13198,Americas,1,20.87
2537,41443,Americas,1,
2538,24139,Military,3,26.77
2539,8801,Europe,4,11.78
2540,39059,Americas,1,5.31
2541,28608,Americas,1,15.71
2542,35621,Americas,1,18.58
2543,15561,World,0,16.71
2544,28009,Americas,1,20.11
2545,14543,Military,3,439.95
2546,37192,World,0,17.0
2547,3001,Americas,1,
2548,30823,Military,3,49.09
2549,4504,World,0,30.24
2550,11832,Americas,1,21.99
2551,6308,Americas,1,7.5
2552,8500,Europe,4,55.71
2553,26608,Americas,1,17.89
2554,38270,Ancient Civilizations,7,18.95
2555,11732,Americas,1,15.94
2556,14532,Americas,1,16.95
2557,25747,Americas,1,
2558,41123,Americas,1,31.94
2559,2990,Americas,1,
2560,12958,Americas,1,19.79
2561,5883,Military,3,7.99
2562,22952,Middle East,8,35.95
2563,13131,Americas,1,17.39
2564,8223,Americas,1,
2565,26936,Americas,1,
2566,11598,Americas,1,18.55
2567,23688,Americas,1,35.0
2568,33758,Americas,1,15.95
2569,26768,Americas,1,13.95
2570,7891,Ancient Civilizations,7,18.43
2571,17663,Americas,1,7.75
2572,861,Military,3,6.99
2573,37775,Europe,4,34.09
2574,29177,Europe,4,13.54
2575,12607,Americas,1,19.21
2576,40514,Americas,1,18.75
2577,23435,Americas,1,18.95
2578,37990,Military,3,8.16
2579,40039,World,0,10.95
2580,27257,Americas,1,9.35
2581,1483,World,0,15.3
2582,2351,World,0,
2583,10752,Americas,1,14.77
2584,4336,Americas,1,13.94
2585,11359,Americas,1,10.34
2586,2182,World,0,
2587,30173,Military,3,8.62
2588,36536,Ancient Civilizations,7,18.5
2589,11821,Americas,1,21.99
2590,19640,Americas,1,13.36
2591,31956,Military,3,
2592,24397,Americas,1,
2593,38325,Ancient Civilizations,7,38.94
2594,8504,Europe,4,117.65
2595,34746,World,0,12.95
2596,6314,Americas,1,42.95
2597,22896,Americas,1,21.95
2598,30066,Americas,1,25.71
2599,23245,Middle East,8,
2600,13819,Americas,1,8.0
2601,26109,Military,3,39.95
2602,39885,Americas,1,19.95
2603,30681,Americas,1,21.23
2604,36352,Ancient Civilizations,7,18.95
2605,39436,World,0,
2606,8537,World,0,0.0
2607,15521,World,0,
2608,34017,Africa,6,15.69
2609,31832,Americas,1,58.81
2610,40683,Military,3,
2611,17365,Americas,1,23.95
2612,20020,Military,3,24.58
2613,9598,World,0,
2614,35508,Americas,1,19.99
2615,38215,Military,3,
2616,6194,Military,3,16.81
2617,18352,Asia,2,9.98
2618,30627,Americas,1,5.99
2619,39206,Europe,4,15.83
2620,38668,Military,3,
2621,13095,Americas,1,21.99
2622,13831,Americas,1,
2623,8317,Ancient Civilizations,7,39.47
2624,25371,Ancient Civilizations,7,7.5
2625,35601,Americas,1,13.26
2626,19454,Europe,4,28.85
2627,3519,World,0,21.92
2628,11815,Americas,1,21.99
2629,15757,Americas,1,28.39
2630,32614,World,0,34.95
2631,25321,Americas,1,
2632,926,Americas,1,
2633,29144,Military,3,15.56
2634,2145,Americas,1,59.78
2635,9358,Europe,4,6.85
2636,6002,Asia,2,10.25
2637,14354,Americas,1,16.9
2638,2020,Americas,1,
2639,40900,Ancient Civilizations,7,19.95
2640,16634,Americas,1,25.56
2641,41397,Americas,1,
2642,28685,Americas,1,21.6
2643,27806,Americas,1,17.59
2644,28435,Americas,1,17.38
2645,29815,Military,3,24.99
2646,14275,Australia & Oceania,10,9.98
2647,33824,Americas,1,25.63
2648,17953,Military,3,
2649,3568,Americas,1,15.1
2650,39262,Americas,1,15.95
2651,25726,Americas,1,
2652,9810,World,0,21.54
2653,17217,Americas,1,29.95
2654,21431,World,0,
2655,15454,World,0,5.47
2656,24148,Military,3,
2657,8713,Americas,1,12.7
2658,4265,World,0,
2659,2174,World,0,
2660,15016,Military,3,13.01
2661,27660,Military,3,3214.79
2662,7258,Military,3,13.97
2663,30918,World,0,4.12
2664,6847,Americas,1,
2665,32170,Americas,1,27.95
2666,18388,Americas,1,16.36
2667,21397,World,0,20.43
2668,40202,Americas,1,30.16
2669,19391,World,0,32.13
2670,8939,Americas,1,
2671,18517,Americas,1,10.49
2672,499,World,0,
2673,30188,Americas,1,25.85
2674,30547,Americas,1,
2675,6824,World,0,33.0
2676,1453,Australia & Oceania,10,6.2
2677,21216,Americas,1,24.95
2678,23560,World,0,19.95
2679,39672,Americas,1,19.95
2680,3269,World,0,
2681,27907,Military,3,14.73
2682,39943,World,0,
2683,32524,World,0,26.35
2684,38464,Military,3,17.95
2685,11788,Americas,1,
2686,5434,Military,3,8.52
2687,26618,World,0,14.27
2688,11667,Americas,1,20.35
2689,3018,Americas,1,
2690,34582,Americas,1,39.95
2691,6367,Military,3,33.75
2692,35953,Americas,1,12.97
2693,22976,Americas,1,9.44
2694,19698,Americas,1,
2695,40053,Americas,1,14.95
2696,18709,Americas,1,13.68
2697,37374,Europe,4,
2698,3000,Americas,1,
2699,35636,Americas,1,15.53
2700,31062,Americas,1,24.95
2701,28002,Americas,1,21.99
2702,3876,Americas,1,
2703,75,Military,3,47.55
2704,11933,Americas,1,17.11
2705,5925,Americas,1,
2706,23894,World,0,8.35
2707,32640,Americas,1,23.31
2708,31332,Americas,1,16.1
2709,9685,Europe,4,32.22
2710,6427,World,0,22.4
2711,15961,Americas,1,26.0
2712,5625,Americas,1,17.0
2713,30714,World,0,33.24
2714,12955,Americas,1,21.99
2715,35759,Africa,6,18.93
2716,25087,Military,3,2.99
2717,17877,Americas,1,38.94
2718,34902,Americas,1,15.95
2719,311,Asia,2,62.09
2720,17125,Americas,1,85.0
2721,32209,World,0,
2722,27441,Americas,1,24.95
2723,16594,Military,3,
2724,6483,Europe,4,16.94
2725,32338,Americas,1,15.19
2726,31717,World,0,8.34
2727,29456,Americas,1,19.95
2728,36812,Americas,1,16.63
2729,8161,Americas,1,5.7
2730,11742,Americas,1,24.99
2731,31102,World,0,
2732,6237,Americas,1,59.0
2733,25840,Europe,4,15.73
2734,34024,Europe,4,5.79
2735,26538,Americas,1,20.99
2736,24402,Americas,1,
2737,3105,Americas,1,
2738,19246,Americas,1,
2739,24955,Americas,1,
2740,24508,Americas,1,
2741,15944,Americas,1,20.0
2742,19700,Americas,1,29.99
2743,26407,Americas,1,26.97
2744,3461,Americas,1,
2745,37191,Europe,4,
2746,40507,Americas,1,19.95
2747,20979,World,0,16.57
2748,37432,Military,3,
2749,30030,Americas,1,20.0
2750,8274,Military,3,15.06
2751,7609,Asia,2,27.19
2752,37983,Military,3,26.5
2753,23689,Americas,1,22.95
2754,33021,World,0,16.85
2755,21037,Americas,1,
2756,39348,Americas,1,
2757,14631,Americas,1,27.11
2758,33370,Americas,1,19.99
2759,29060,Military,3,13.3
2760,32555,Americas,1,5.29
2761,26071,Europe,4,15.95
2762,8920,Military,3,24.81
2763,12538,Americas,1,13.43
2764,39951,Military,3,32.99
2765,438,Europe,4,
2766,4449,Ancient Civilizations,7,51.99
2767,9242,World,0,30.0
2768,25078,World,0,3.89
2769,13477,Americas,1,17.39
2770,41233,Americas,1,5.02
2771,2644,Americas,1,21.65
2772,11119,World,0,43.85
2773,38635,Europe,4,18.95
2774,14422,Europe,4,
2775,16441,Americas,1,24.42
2776,36296,Military,3,18.95
2777,17056,Americas,1,24.71
2778,32425,Americas,1,29.95
2779,9767,Europe,4,9.45
2780,32134,World,0,
2781,31799,Americas,1,48.99
2782,22232,Asia,2,
2783,26775,Americas,1,8.98
2784,21589,Americas,1,32.99
2785,40079,Americas,1,22.66
2786,12143,Americas,1,21.99
2787,36318,Military,3,15.71
2788,2813,Africa,6,23.95
2789,22198,Americas,1,12.22
2790,3899,Americas,1,
2791,32105,World,0,25.0
2792,26296,Military,3,
2793,6605,Americas,1,29.76
2794,2494,Europe,4,
2795,13204,Americas,1,17.46
2796,1072,Americas,1,
2797,3581,Americas,1,22.29
2798,6810,Americas,1,17.07
2799,20568,Americas,1,28.53
2800,15280,Asia,2,6.55
2801,33622,Americas,1,44.95
2802,23935,World,0,
2803,29640,Americas,1,
2804,40894,Europe,4,
2805,19279,Americas,1,21.5
2806,26435,Middle East,8,22.79
2807,28235,Americas,1,16.8
2808,15452,World,0,25.37
2809,21715,Military,3,
2810,6100,World,0,24.95
2811,29494,Americas,1,19.04
2812,5186,World,0,12.95
2813,40379,World,0,18.95
2814,39045,Americas,1,
2815,8795,Americas,1,14.72
2816,2726,Americas,1,
2817,3425,Americas,1,44.0
2818,39916,Americas,1,8.0
2819,10453,Europe,4,
2820,15726,Americas,1,13.35
2821,5726,Americas,1,
2822,14584,Military,3,34.33
2823,27165,Americas,1,7.24
2824,35189,World,0,21.95
2825,29651,World,0,
2826,13814,Americas,1,25.97
2827,1,Americas,1,5.89
2828,25118,Europe,4,22.95
2829,5847,Europe,4,11.33
2830,38990,Americas,1,
2831,33806,Americas,1,
2832,28290,Americas,1,12.89
2833,36177,Europe,4,15.8
2834,38323,Middle East,8,
2835,11550,Americas,1,11.82
2836,29986,Europe,4,12.49
2837,1426,Americas,1,7.9
2838,28473,Americas,1,19.8
2839,39055,Middle East,8,
2840,1422,Americas,1,14.09
2841,35138,World,0,
2842,4750,World,0,19.46
2843,23493,Americas,1,
2844,30423,Americas,1,27.5
2845,2814,Americas,1,
2846,14704,Americas,1,19.99
2847,13270,Americas,1,15.37
2848,27357,Americas,1,19.01
2849,26477,Americas,1,
2850,26311,Americas,1,66.45
2851,33395,Americas,1,16.1
2852,24172,Military,3,
2853,18428,Military,3,
2854,1656,Americas,1,
2855,6556,Military,3,27.44
2856,33810,Americas,1,
2857,15258,Americas,1,
2858,38869,World,0,
2859,31048,Americas,1,19.99
2860,32135,World,0,22.48
2861,1034,Military,3,20.54
2862,9743,Ancient Civilizations,7,21.0
2863,19616,Americas,1,12.95
2864,19917,World,0,
2865,3115,Americas,1,
2866,23427,Americas,1,18.99
2867,34210,Americas,1,11.09
2868,896,Americas,1,
2869,6350,Americas,1,8.26
2870,28983,Military,3,22.95
2871,9633,World,0,33.93
2872,13063,Americas,1,14.49
2873,11245,Americas,1,21.99
2874,15384,Americas,1,53.5
2875,32309,Americas,1,18.0
2876,8761,Military,3,6.27
2877,3539,Military,3,9.95
2878,40944,Africa,6,17.51
2879,38690,Military,3,18.95
2880,20809,Americas,1,
2881,25007,World,0,15.95
2882,35810,Africa,6,19.72
2883,14839,Americas,1,3.98
2884,2464,World,0,
2885,13371,Americas,1,21.99
2886,39486,Military,3,15.0
2887,22822,Military,3,
2888,36673,Europe,4,16.26
2889,14143,Military,3,
2890,28155,Americas,1,20.82
2891,7918,World,0,
2892,37944,Europe,4,
2893,27358,World,0,19.95
2894,17377,Americas,1,28.79
2895,30872,Europe,4,55.0
2896,3416,Americas,1,
2897,1675,Military,3,11.46
2898,2915,Military,3,9.92
2899,23430,Americas,1,11.98
2900,35700,Americas,1,14.95
2901,35613,Americas,1,18.6
2902,6573,Americas,1,
2903,11451,Americas,1,14.73
2904,13544,Americas,1,21.62
2905,2231,Americas,1,5.99
2906,31524,Americas,1,43.01
2907,34070,Americas,1,25.31
2908,37128,Military,3,17.95
2909,36887,Europe,4,18.95
2910,6946,Americas,1,
2911,13,Military,3,52.01
2912,21011,Americas,1,15.95
2913,7478,Americas,1,1.99
2914,14871,Military,3,13.08
2915,12299,Americas,1,19.79
2916,34627,Americas,1,12.12
2917,1418,Americas,1,5.83
2918,1536,World,0,11.97
2919,12690,Americas,1,17.99
2920,11764,Americas,1,24.99
2921,21388,World,0,8.0
2922,3168,Americas,1,10.76
2923,7096,Europe,4,
2924,36750,Military,3,18.95
2925,3935,World,0,
2926,33927,Americas,1,
2927,32669,Americas,1,29.42
2928,14159,World,0,35.51
2929,36659,Ancient Civilizations,7,18.55
2930,19711,Americas,1,27.99
2931,41460,Americas,1,70.67
2932,9697,World,0,
2933,17411,Americas,1,
2934,37808,Africa,6,18.94
2935,32416,Americas,1,18.69
2936,20174,Americas,1,16.95
2937,19976,Americas,1,29.53
2938,38259,Military,3,18.95
2939,23920,World,0,12.83
2940,12133,Americas,1,11.95
2941,33945,Americas,1,18.76
2942,17265,Americas,1,8.82
2943,15232,Americas,1,
2944,36713,Europe,4,15.95
2945,1784,Americas,1,
2946,1213,Ancient Civilizations,7,18.85
2947,4401,Americas,1,24.95
2948,16987,Americas,1,19.95
2949,22664,Asia,2,5.1
2950,3510,Americas,1,
2951,4800,Americas,1,15.0
2952,32351,Americas,1,
2953,5466,Middle East,8,20.75
2954,20305,Americas,1,
2955,26635,Americas,1,11.34
2956,39189,Americas,1,7.36
2957,2095,Americas,1,
2958,20440,Americas,1,16.12
2959,4421,Americas,1,
2960,35904,Historical Study & Educational Resources,9,12.2
2961,35883,Americas,1,18.0
2962,16810,Americas,1,12.98
2963,4500,Europe,4,16.0
2964,7029,Military,3,78.78
2965,28335,Americas,1,21.99
2966,39121,Military,3,43.95
2967,12138,Americas,1,21.46
2968,39191,Military,3,
2969,36327,Military,3,18.95
2970,14918,Military,3,35.95
2971,19993,Americas,1,27.72
2972,6136,Americas,1,5.2
2973,39165,Americas,1,11.95
2974,15694,World,0,25.0
2975,3375,World,0,
2976,14505,Americas,1,15.09
2977,49,Europe,4,22.77
2978,15727,Americas,1,
2979,38570,Americas,1,17.95
2980,30675,World,0,51.83
2981,35910,Americas,1,
2982,26874,Americas,1,19.99
2983,22014,Middle East,8,12.95
2984,31461,Americas,1,15.72
2985,41431,Ancient Civilizations,7,
2986,36160,Military,3,18.74
2987,3843,World,0,38.81
2988,27227,World,0,17.85
2989,13832,Americas,1,8.92
2990,19668,Americas,1,26.95
2991,17497,Americas,1,27.15
2992,27434,Americas,1,27.98
2993,10008,Americas,1,13.36
2994,6014,World,0,
2995,631,Europe,4,32.0
2996,9793,World,0,
2997,7212,World,0,
2998,41462,Ancient Civilizations,7,18.91
2999,33588,Americas,1,19.99
3000,27154,Americas,1,21.54
3001,33063,Americas,1,3.45
3002,36888,Military,3,17.95
3003,18869,World,0,
3004,36622,Military,3,19.95
3005,25308,Americas,1,81.92
3006,22749,Americas,1,
3007,3818,Military,3,47.0
3008,30380,World,0,
3009,33846,Americas,1,16.16
3010,24887,Asia,2,8.38
3011,24744,Americas,1,55.97
3012,30368,Africa,6,19.95
3013,19052,Ancient Civilizations,7,14.12
3014,31032,Americas,1,5.98
3015,3154,Americas,1,
3016,3441,Americas,1,90.85
3017,3426,Americas,1,
3018,37707,Americas,1,17.95
3019,8388,Middle East,8,
3020,41467,Military,3,49.95
3021,18457,Americas,1,4.98
3022,29532,Americas,1,16.44
3023,30054,Military,3,19.99
3024,39173,Americas,1,
3025,12337,Americas,1,16.0
3026,31058,Americas,1,39.95
3027,21796,Americas,1,
3028,15433,Americas,1,14.6
3029,25355,Americas,1,
3030,28280,Americas,1,16.93
3031,7586,Americas,1,15.99
3032,10098,Americas,1,20.21
3033,21035,Americas,1,32.0
3034,38441,Military,3,21.95
3035,24446,Americas,1,9.17
3036,904,Americas,1,39.99
3037,27354,World,0,29.95
3038,24569,Americas,1,
3039,14832,Americas,1,31.35
3040,40811,Military,3,22.54
3041,37240,Historical Study & Educational Resources,9,15.06
3042,22846,Americas,1,
3043,21603,Americas,1,40.95
3044,31040,Americas,1,
3045,24847,Americas,1,6.22
3046,1174,Europe,4,
3047,29751,Americas,1,10.81
3048,32532,World,0,24.16
3049,37246,Europe,4,57.94
3050,16982,Americas,1,22.46
3051,40530,Europe,4,5.95
3052,8372,Ancient Civilizations,7,6.82
3053,15801,Ancient Civilizations,7,20.74
3054,10175,World,0,6.16
3055,596,Americas,1,
3056,30630,Americas,1,25.96
3057,18819,Europe,4,16.88
3058,35762,Europe,4,16.76
3059,16545,Americas,1,19.96
3060,30454,Military,3,12.95
3061,21130,Americas,1,24.95
3062,18123,Americas,1,
3063,23617,Military,3,9.95
3064,1478,Americas,1,12.24
3065,12477,Americas,1,21.08
3066,1078,World,0,10.1
