paperId,title,year,venue,citationCount,similarity,buckets,authors,tldr,found_via,abstract_preview,already_cited
99f3f66c71d29443d04a7b7f454733fe15830bb3,Graph Neural Networks Need Cluster-Normalize-Activate Modules,2024,Neural Information Processing Systems,8,0.876,F,Arseny Skryagin; Felix Divo; Mohammad Ali; D. Dhami; K. Kersting,"This work demonstrates in node classification and property prediction tasks that CNA significantly improves the accuracy over the state-of-the-art, and it further benefits GNNs in regression tasks as well, reducing the mean squared error compared to all baselines.",TAPE:citations,"Graph Neural Networks (GNNs) are non-Euclidean deep learning models for graph-structured data. Despite their successful and diverse applications, oversmoothing prohibits deep architectures due to node",no
be67ca7c2d5f706cbd8e7379369e310b2d255ae4,"From Text to Knowledge with Graphs: modelling, querying and exploiting textual content",2023,arXiv.org,0,0.876,F,Genoveva Vargas-Solar; Mirian Halfeld Ferrari Alves; Anne-Lyse Minard Forst,The vision in this paper is that graphs can be a well-suited text content representation once annotated and the right querying and analytics techniques are applied.,AutoML_graph:citations,"This paper highlights the challenges, current trends, and open issues related to the representation, querying and analytics of content extracted from texts. The internet contains vast text-based infor",no
cfcd1c2db15f21646e14664c8e59541ff6df9e30,LLM as GNN: Graph Vocabulary Learning for Text-Attributed Graph Foundation Models,2025,arXiv.org,36,0.8759,B,Xi Zhu; Haochen Xue; Ziwei Zhao; Wujiang Xu; Jingyuan Huang; Ming-Hao Guo; Qifan Wang; Kaixiong Zhou; Yongfeng Zhang,unavailable,"CS-TAG:citations,GLEM:citations,OFA:citations,TAPE:citations","Text-Attributed Graphs (TAGs), where each node is associated with text descriptions, are ubiquitous in real-world scenarios. They typically exhibit distinctive structure and domain-specific knowledge,",no
303b7d0a81395562e3a46578a89d6821ce564a8b,SimTeG: A Frustratingly Simple Approach Improves Textual Graph Learning,2023,arXiv.org,101,0.8758,F,Keyu Duan; Qian Liu; Tat-seng Chua; Shuicheng Yan; Wei Tsang Ooi; Qizhe Xie; Junxian He,"SimTeG, a frustratingly Simple approach for Textual Graph learning that does not innovate in frameworks, models, and tasks, is presented and it is shown that this approach significantly improves the performance of various GNNs on multiple graph benchmarks.","GLEM:citations,TAPE:references,UltraTAG:references","Textual graphs (TGs) are graphs whose nodes correspond to text (sentences or documents), which are widely prevalent. The representation learning of TGs involves two stages: (i) unsupervised feature ex",no
882829b51c75833963d0a2f3e8b18e57148e4ae2,Exploring Graph Learning Tasks with Pure LLMs: A Comprehensive Benchmark and Investigation,2025,Annual Meeting of the Association for Computational Linguistics,10,0.8756,F,Yuxiang Wang; Xinnan Dai; Wen-Qi Fan; Yao Ma,"The findings show that LLMs, particularly those with instruction tuning, greatly outperform traditional graph learning models in few-shot settings, exhibit strong domain transferability, and demonstrate excellent generalization and robustness.",OFA:citations,"In recent years, large language models (LLMs) have emerged as promising candidates for graph tasks. Many studies leverage natural language to describe graphs and apply LLMs for reasoning, yet most foc",no
58981305f6542d9a7ee80f5b5111bca4a58d7aaa,NETEFFECT: Discovery and Exploitation of Generalized Network Effects,2022,Pacific-Asia Conference on Knowledge Discovery and Data Mining,2,0.8755,F,Meng-Chieh Lee; Shubhranshu Shekhar; Jaemin Yoo; C. Faloutsos,"NetEffect, a graph mining approach to address the above issues, discovers the unexpected absence of GNE in numerous graphs, which were recognized to exhibit heterophily and shows that incorporating GNE is effective on node classification.",AutoG:references,"Given a large graph with few node labels, how can we (a) identify whether there is generalized network-effects (GNE) or not, (b) estimate GNE to explain the interrelations among node classes, and (c) ",no
dcfa6b5a0371ec4edaf63eb557674c12b8cdebe8,Surprisingly Simple and Effective Multi-Domain Graph Foundation Model through Graph-to-Table Alignment,2026,arXiv.org,1,0.8755,B,Chun-Yu Hu; Tian-Yin Liao; Ge Lan; Xingxuan Zhang; Jianxin Li; Peng Cui; Ziwei Zhang,"GTAlign is proposed, a surprisingly simple yet effective Graph-to-Table Alignment framework for text-free Graph Foundation Model, and a community-guided continual pre-training, where pseudo-labels derived from graph community are used to construct few-shot prediction episodes.",OFA:citations,Graph Foundation Models (GFMs) have emerged as a promising paradigm for learning transferable representations across diverse graph domains. Recent advancements in GFMs have been largely dominated by t,no
56a01c62f7418f0c3a811960ae2e51f305bc6213,DocNavRAG: Document-Structured Graph RAG with Stateful Evidence Construction for Complex Document Question Answering,2026,unavailable,0,0.8754,C,Dong Xie; Yao Tian; Hao Zhang; Yifei Yuan; Tieyun Qian; Ming Zhong; Jiawei Jiang; Yuanyuan Zhu School of Computer Science; Wuhan University; The Barcelona Institute of Science; Technology; The Chinese University of Hong Kong; Eth Zurich,"DocNavRAG is introduced, which organizes document hierarchies and cross-region relations into a navigable graph, exposes graph operations for locating, navigating, expanding, and fetching, and maintains an evolving evidence state to guide retrieval until sufficient evidence is collected.",GraphRAG:citations,Answering complex questions over large document collections requires assembling complementary evidence across sections and documents. GraphRAG offers structured retrieval but typically uses fixed trav,no
34ff21555e32faad7b05365b91087394e2e4bcdf,NPC-TAG: Node Prompts for Classification on Text Attributed Graphs with LLMs,2025,2025 IEEE International Conference on Data Mining Workshops (ICDMW),0,0.8752,B,Uras Varolgunes; Mengnan Du; Dantong Yu,unavailable,"CS-TAG:citations,GLEM:citations","Node classification is a vital task in graph-based deep learning with numerous real-world applications. For node classification tasks on graphs containing text features, it is crucial to design an arc",no
63224f04ed055141083364213de991b5d0ea7063,"A Survey on Foundation Models for Structured Data: Tabular, Time Series, and Graphs",2026,IEEE Transactions on Knowledge and Data Engineering,4,0.8752,F,Qingyun Sun; Haonan Yuan; Yi Huang; Ziwei Zhang; Xing-Cheng Fu; Ruijie Wang; Haoyi Zhou; Jianxin Li; Jia Wu; Philip S. Yu,unavailable,OFA:citations,"Foundation models have emerged as a dominant paradigm in machine learning, enabling broad generalization and efficient adaptation across diverse tasks and domains. While this paradigm has achieved rem",no
52f3338b8969517629097e745f66cb9eac5f99c5,Advancing Graph Representation Learning with Large Language Models: A Comprehensive Survey of Techniques,2024,arXiv.org,19,0.8751,F,Qiheng Mao; Zemin Liu; Cheng-Hao Liu; Zhuo Li; Jianling Sun,"A novel taxonomy is proposed that breaks down these models into primary components and operation techniques from a novel technical perspective and dissects recent literature into two primary components including knowledge extractors and organizers, and two operation techniques including integration and training stratigies.",GLEM:citations,The integration of Large Language Models (LLMs) with Graph Representation Learning (GRL) marks a significant evolution in analyzing complex data structures. This collaboration harnesses the sophistica,no
d97c719939e633fa37cb3b00d33c66c3d7db2b22,"Text-Attributed Graph Representation Learning: Methods, Applications, and Challenges",2024,The Web Conference,22,0.875,B,Delvin Ce Zhang; Menglin Yang; Rex Ying; Hady W. Lauw,"This lecture-style tutorial provides a systematic review of text-attributed graph, including its formal definition, recent methods, diverse applications, and challenges, and briefly reviews GNNs, PLMs, and TMs, which are the fundamentals of some existing methods.",GLEM:citations,"Text documents are usually connected in a graph structure, resulting in an important class of data named text-attributed graph, e.g., paper citation graph and Web page hyperlink graph. On the one hand",no
8c2f668a3819b797a77a9735a259d257e2d3829f,PAGE-RAG: Evidence-Grounded Adaptive Graph Retrieval for Long-Document Question Answering,2026,arXiv.org,1,0.8747,C,Xingyu Chen; Junxiu An; Jun Guo; Li Wang,"Experiments demonstrate that PAGE-RAG achieves competitive answer quality while improving retrieval efficiency and knowledge reliability, highlighting the importance of projection-aware graph modeling, adaptive retrieval, and explicit knowledge boundary control for trustworthy GraphRAG systems.",LightRAG:citations,"GraphRAG improves long-document question answering by introducing structured representations beyond conventional retrieval. However, automatically constructed graphs are inherently incomplete projecti",no
55cab7bade70bb12438635791d0af1aa4fa71f9d,TAG-DLM: Diffusion Language Models for Text-Attributed Graph Learning,2026,arXiv.org,1,0.8745,B,Ling-Jie Chen; Yuanchen Bei; Hao-Bo Xu; Yan-Jun Zhao; Yuzhong Chen; Hang-Hang Tong,"This work proposes method that unifies textual reasoning and graph message passing within a masked diffusion language model, a language model with bidirectional attention and generative decoding that outperforms graph neural networks, graph transformers, and LLM-based baselines on all three TAG benchmarks across two tasks.",CS-TAG:citations,"Text-attributed graphs (TAGs), where each node carries a natural language description, require models to jointly reason over text and graph topology. Existing approaches often handle the two modalitie",no
92f381e8a500caf83c4e3c7df73ca1fe99781139,When Do Graph Foundation Models Transfer? A Data-Centric Theory,2026,arXiv.org,0,0.8744,F,Jiajun Zhu; Ying Chen; Peihao Wang; Yixuan He; Pan Li; Aditya Akella; Zhang-Yang Wang,"This work shows that for both set-based and message-passing tokenizations, any Lipschitz backbone admits an explicit decomposition of cross-domain output shift into graph-specific finite-sample approximation terms and an intrinsic, relabeling-invariant domain discrepancy capturing structural mismatch.",OFA:citations,"Graph foundation models (GFMs) aim to reuse a single backbone across diverse graph domains, yet their transfer is often uneven and can exhibit negative transfer. While most prior work improves transfe",no
4d0be2efe41d909fa71e22ae0baeeb951966952c,EviReform: Evidence-Guided Query Reformulation for Multi-Hop Graph Retrieval,2026,unavailable,0,0.8744,F,Xinlong Xu; Yoshua Y. Li,"Results show that observed evidence can guide graph retrieval toward the part of a supporting chain left underspecified by the original question, and introduce EviReform, which separates revising the retrieval request from aggregating evidence in the graph.","GraphRAG:citations,LightRAG:citations","Multi-hop retrieval must recover passages that provide sufficient evidence together. An initial passage often resolves an entity or relation implicit in the question, making the missing evidence easie",no
b2025548b9f80b0dcebd81a93a1a17f5d359978b,Can TabPFN Compete with GNNs for Node Classification via Graph Tabularization?,2025,arXiv.org,9,0.8742,T,Jeongwhan Choi; Woosung Kang; Minseo Kim; Jongwook Kim; Noseong Park,"This work introduces TabPFN-GN, which transforms graph data into tabular features by extracting node attributes, structural properties, positional encodings, and optionally smoothed neighborhood features, which enables TabPFN to perform direct node classification without any graph-specific training or language model dependencies.","OFA:citations,TAPE:citations",Foundation models pretrained on large data have demonstrated remarkable zero-shot generalization capabilities across domains. Building on the success of TabPFN for tabular data and its recent extensio,no
e593fb634ea8fcb42fde58251c5006a7c980ab05,Boosting with Fewer Tokens: Multi-Query Optimization for LLMs Using Node Text and Neighbor Cues,2025,IEEE International Conference on Data Engineering,2,0.8742,B,Yujie Fang; Xin Li; Yuangang Pan; Xin Huang; Ivor W. Tsang,unavailable,"CS-TAG:citations,TAPE:citations","Recent studies have explored querying large language models (LLMs) to serve as predictors for graph mining tasks on text-attributed graphs (TAGs), establishing a promising paradigm that surpasses Grap",no
3ad0f0fa89a9a9969cefd96f5f2c1d39b76482cf,Towards A Universal Graph Structural Encoder,2025,The Web Conference,8,0.8742,B,Jia-Lin Chen; Haolan Zuo; H. Wang; Siqi Miao; Pan Li; Rex Ying,"GFSE is the first cross-domain graph structural encoder pre-trained with multiple self-supervised learning objectives, and achieves state-of-the-art performance in diverse evaluated cases spanning various graph models and datasets, highlighting its potential as a powerful and versatile encoder for graph-structured data.",OFA:citations,"Recent advancements in large-scale pre-training have shown the potential to learn generalizable representations for downstream tasks. In the graph domain, however, capturing and transferring structura",no
dad6bee756659d76487774474afd99fb15775d21,When Do LLMs Help With Node Classification? A Comprehensive Analysis,2025,International Conference on Machine Learning,28,0.8739,F,Xixi Wu; Yifei Shen; Fangzhou Ge; Caihua Shan; Yizhu Jiao; Xiangguo Sun; Hong Cheng,"This work developed LLMNodeBed, a comprehensive codebase and testbed for node classification using Large Language Models, and uncovers 8 insights, e.g., LLM-based methods can significantly outperform traditional methods in a semi-supervised setting, while the advantage is marginal in a supervised setting.","CS-TAG:citations,GLEM:citations,OFA:citations,TAPE:citations","Node classification is a fundamental task in graph analysis, with broad applications across various fields. Recent breakthroughs in Large Language Models (LLMs) have enabled LLM-based approaches for t",no
ea5e49b4e746793dee2f082b14062b85e6d9879b,Graph-Based Approaches and Functionalities in Retrieval-Augmented Generation: A Comprehensive Survey,2025,ACM Computing Surveys,35,0.8739,C,Zulun Zhu; Tiancheng Huang; Kai Wang; Junda Ye; Xinghe Chen; Siqiang Luo,"A novel perspective on the functionality of graphs within RAG and their impact on enhancing performance across a wide range of graph-structured data is offered, along with a detailed breakdown of the roles that graphs play in RAG, covering database construction, algorithms, pipelines, and tasks.",CS-TAG:citations,"Large language models (LLMs) struggle with the factual error during inference due to the lack of sufficient training data and the most updated knowledge, leading to the hallucination problem. Retrieva",no
5bdf52c4786aa983c5025ce5976b9dddc65cc0ea,CITE: Benchmarking Heterogeneous Text-Attributed Graph Models,2026,Annual Meeting of the Association for Computational Linguistics,1,0.8738,B,Chenghao Zhang; Qingqing Long; Ludi Wang; Wenjuan Cui; Jian-Jun Yu; Yi Du,unavailable,CS-TAG:citations,",",no
5f9c57e6b76f5207f18c79dadc1d202bab284cb5,GRAPHTEXTACK: A Realistic Black-Box Node Injection Attack on LLM-Enhanced GNNs,2025,AAAI Conference on Artificial Intelligence,1,0.8736,B,Jia-Ji Ma; Puja Trivedi; Danai Koutra,"GraphTextack is proposed, the first black-box, multi-modal node injection attack for LLM-enhanced GNNs, which injects nodes with carefully crafted structure and semantics to degrade model performance, operating under a realistic threat model without relying on model internals or surrogate models.",OFA:citations,"Text-attributed graphs (TAGs), which combine structural and textual node information, are ubiquitous across many domains. Recent work integrates Large Language Models (LLMs) with Graph Neural Networks",no
2b967d82b25088566980aaaf5a7062d90b2fb14f,GPT4Graph: Can Large Language Models Understand Graph Structured Data ? An Empirical Evaluation and Benchmarking,2023,arXiv.org,286,0.8734,F,Jiayan Guo; Lun Du; Hengyu Liu,"Through this study, the current limitations of language models in comprehending graph structures and performing associated reasoning tasks are uncovered and the necessity for further advancements and novel approaches to enhance their graph processing capabilities is emphasized.","OFA:references,TAPE:references","Large language models~(LLM) like ChatGPT have become indispensable to artificial general intelligence~(AGI), demonstrating excellent performance in various natural language processing tasks. In the re",no
8e9d83d770dee77c3e0252915c579abb2b351511,LIGHT: Language-Infused Graph Representation Learning Networks,2024,International Conference Civil Engineering and Architecture,0,0.8734,B,Shaolin Lv; Bin Sheng,unavailable,GLEM:citations,"When dealing with the task of node classification on text-attributed graphs, the quality of the data is critical to the performance of the algorithm. However, in real-world application scenarios, rese",no
26c978e1059196d8d149ba099271c899542c3348,Invariant-Based Diagnostics for Graph Benchmarks,2026,arXiv.org,1,0.8734,F,R. Moos; Mathieu Alain; Bastian Rieck,"It is proposed that invariant baselines should become a standard for evaluating whether structure is required for a task and whether a model picks up on it, serving as a stepping stone towards graph foundation models.",OFA:citations,"Progress on graph foundation models is hindered by benchmark practices that conflate the contributions of node features and graph structure, making it hard to tell whether a model actually learns from",no
9389af659f14239319186dff1cef49e8ece742c8,OGB-LSC: A Large-Scale Challenge for Machine Learning on Graphs,2021,NeurIPS Datasets and Benchmarks,526,0.8733,F,Weihua Hu; Matthias Fey; Hongyu Ren; Maho Nakata; Yuxiao Dong; J. Leskovec,"It is shown that expressive models significantly outperform simple scalable baselines, indicating an opportunity for dedicated efforts to further improve graph ML at scale.",OFA:references,"Enabling effective and efficient machine learning (ML) over large-scale graph data (e.g., graphs with billions of edges) can have a great impact on both industrial and scientific applications. However",no
2242e4f8df70072c9206eb219ec649bc5d3ee8f3,Graph4LLM: A Systematic Survey of Graph-Enhanced Large Language Models,2026,Proceedings of the Thirty-Fifth International Joint Conference on Artificial Intelligence,0,0.8731,F,Xin-Yan Zhu; Cheng Yang; Qiu-Yue Wang; Ze-Yuan Guo; Yi-Ding Wang; Ze-Di Liu; Chun-Cheng Wang; Chuan Shi,"This survey examines how these methods integrate graphs into various stages of the LLM pipeline, including the input, model, and output phases, and outlines the challenges and future research directions for developing more efficient and interpretable solutions.","GraphRAG:citations,LightRAG:citations","Large Language Models (LLMs) excel in natural language processing (NLP) tasks. However, they suffer from inherent limitations due to their sequence-based nature, such as structural information loss an",no
c83360321cb2f950f3ae166ac4ca47a6d0e2c833,FedBook: A Unified Federated Graph Foundation Codebook with Intra-domain and Inter-domain Knowledge Modeling,2025,arXiv.org,9,0.8729,F,Zhengyu Wu; Yin-Lin Zhu; Xun-Kai Li; Ziang Qiu; Rong-Hua Li; Guoren Wang; Chenghu Zhou,"FedBook is proposed, a unified federated graph foundation codebook that systematically aggregates clients'local codebooks during server-side federated pre-training and consistently outperforms 21 baselines, including isolated supervised learning, FL/FGL, federated adaptations of centralized GFMs, and FedGFM techniques.",OFA:citations,"Foundation models have shown remarkable cross-domain generalization in language and vision, inspiring the development of graph foundation models (GFMs). However, existing GFMs typically assume central",no
ee898d40c6fa9f46b83695aa4c09b223be3a60ef,Towards Scalable and Efficient Graph Structure Learning,2025,IEEE International Conference on Data Engineering,1,0.8729,A,Siqi Shen; Wentao Zhang; Chengshuo Du; Chong Chen; Fang-Cheng Fu; Yingxia Shao; Bin Cui,unavailable,GSL_IDGL:citations,"In recent years, Graph Neural Networks (GNNs) have demonstrated remarkable capabilities in learning from graph-structured data. However, GNNs face challenges when dealing with imperfect graph structur",no
b1635b04865a29cfc91f79ee65c14af38ed9bd88,RAGU: A Multi-Step GraphRAG Engine with a Compact Domain-Adapted LLM,2026,arXiv.org,0,0.8727,"A,C",Mikhail Komarov; Ivan Bondarenko; Stanislav Shtuka; Oleg Sedukhin; R. Shuvalov; Yana Dementyeva; Matvey Solovyov; Nikolay O. Nikitin,"RAGU, an open-source modular GraphRAG engine, addresses extraction from consolidation by separating extraction from consolidation: entities and relations pass through two-stage typed extraction, DBSCAN-backed deduplication, LLM summarization, and Leiden community detection.",LightRAG:citations,"Graph retrieval-augmented generation (GraphRAG) enhances large language models with structured knowledge, yet existing systems construct knowledge graphs in a single extraction pass, producing noisy e",no
d0ce2f3a85af9cfb69623fa152e254d82283a9cd,Are Large Language Models Suitable for Graph Computation? Progress and Prospects,2026,arXiv.org,1,0.8725,B,Yuting Zhang; Yirui Han; Kai Wang; Weicong Ni; Angela Bonifati; Wenjie Zhang,"This work provides a comprehensive review of LLMs for graph computation through a role-based taxonomy and indicates that LLMs are promising for simple, small-scale tasks, but remain unreliable for large-scale and exactness-demanding tasks.",OFA:citations,"Large language models (LLMs) have been increasingly explored for graph computation, where tasks require reasoning over structured relationships and algorithmic operations. Yet, it remains unclear when",no
e147cc46b7f441a68706ca53549d45e9a9843fb6,GraphPrompt: Unifying Pre-Training and Downstream Tasks for Graph Neural Networks,2023,The Web Conference,322,0.8725,F,Zemin Liu; Xingtong Yu; Yuan Fang; Xinming Zhang,"GraphPrompt is proposed, a novel pre- training and prompting framework on graphs that unifies pre-training and downstream tasks into a common task template, but also employs a learnable prompt to assist a downstream task in locating the most relevant knowledge from the pre-trained model in a task-specific manner.",OFA:references,"Graphs can model complex relationships between objects, enabling a myriad of Web applications such as online page/article classification and social recommendation. While graph neural networks (GNNs) h",no
d271346e7baa56492f7018ebc1970b8e422e3e7f,Text2Graph: Combining Lightweight LLMs and GNNs for Efficient Text Classification in Label-Scarce Scenarios,2025,2025 IEEE/SBC 37th International Symposium on Computer Architecture and High Performance Computing Workshops (SBAC-PADW),0,0.8724,F,João Lucas Luz Lima Sarcinelli; R. Marcacini,"Text2Graph, an open-source Python package that provides a modular implementation of existing text-to-graph classification approaches, is presented, showing that graph-based propagation achieves competitive results at a fraction of the energy and environmental cost.",TAPE:citations,"Large Language Models (LLMs) have become effective zero-shot classifiers, but their high computational requirements and environmental costs limit their practicality for large-scale annotation in high-",no
13f81979372850d9ab9d386c35bb00b4cc0e35f1,Position: Graph Foundation Models Are Already Here,2024,International Conference on Machine Learning,109,0.8722,F,Haitao Mao; Zhikai Chen; Wenzhuo Tang; Jianan Zhao; Yao Ma; Tong Zhao; Neil Shah; Mikhail Galkin; Jiliang Tang,"A novel perspective for the GFM development is proposed by advocating for a ``graph vocabulary'', in which the basic transferable units underlying graphs encode the invariance on graphs, which can potentially advance the future GFM design in line with the neural scaling laws.",TAPE:citations,"Graph Foundation Models (GFMs) are emerging as a significant research topic in the graph domain, aiming to develop graph models trained on extensive and diverse data to enhance their applicability acr",no
0ee0801ba010a441403f9ed666ef9bf006b3aa07,Adaptive Universal Generalized PageRank Graph Neural Network,2020,International Conference on Learning Representations,1083,0.8721,B,Eli Chien; Jianhao Peng; Pan Li; O. Milenkovic,"This work introduces a new Generalized PageRank (GPR) GNN architecture that adaptively learns the GPR weights so as to jointly optimize node feature and topological information extraction, regardless of the extent to which the node labels are homophilic or heterophilic.",OFA:references,In many important graph data processing applications the acquired information includes both node features and observations of the graph topology. Graph neural networks (GNNs) are designed to exploit b,no
e60574ad9b57213fc35d3887a8540dfbaf3800cb,Autonomous Graph Mining Algorithm Search with Best Speed/Accuracy Trade-off,2020,Industrial Conference on Data Mining,20,0.8721,F,Minji Yoon; Théophile Gervet; Bryan Hooi; C. Faloutsos,"This work proposes AutoGM, an automated system for graph mining algorithm development that integrates various message-passing based graph algorithms, ranging from conventional algorithms like PageRank to graph neural networks, in a unified framework UnifiedGM.",AutoML_graph:references,"Graph data is ubiquitous in academia and industry, from social networks to bioinformatics. The pervasiveness of graphs today has raised the demand for algorithms that can answer various questions: Whi",no
5f315031133c1762246079ce46a71b9f84204b3d,Distilling Large Language Models for Text-Attributed Graph Learning,2024,International Conference on Information and Knowledge Management,40,0.872,B,Bo Pan; Zhengwu Zhang; Yifei Zhang; Yuntong Hu; Liang Zhao,This work converts LLM's textual rationales to multi-level graph rationales to train the interpreter model and align the student model with the interpreter model based on the features of TAGs.,"GLEM:citations,UltraTAG:references","Text-Attributed Graphs (TAGs) are graphs of connected textual documents. Graph models can efficiently learn TAGs, but their training heavily relies on human-annotated labels, which are scarce or even ",no
75e9431252b7f656e66fcd1f652e7815e1da7393,Can LLMs Convert Graphs to Text-Attributed Graphs?,2024,North American Chapter of the Association for Computational Linguistics,32,0.8719,B,Zehong Wang; Sidney Liu; Zheyuan Zhang; Tianyi Ma; Chuxu Zhang; Yanfang Ye,unavailable,CS-TAG:citations,"Graphs are ubiquitous structures found in numerous real-world applications, such as drug discovery, recommender systems, and social network analysis. To model graph-structured data, graph neural netwo",no
cebaf9ac2496df482a744d6ec5c592efa0c05c35,"GILT: An LLM-Free, Tuning-Free Graph Foundational Model for In-Context Learning",2025,arXiv.org,0,0.8718,F,Weishuo Ma; Yan-Bo Wang; Xiyuan Wang; Lei Zou; Muhan Zhang,unavailable,"OFA:citations,TAPE:citations","Graph Neural Networks (GNNs) are powerful tools for processing relational data but often struggle to generalize to unseen graphs, giving rise to the development of Graph Foundational Models (GFMs). Ho",no
ba4fcf26ce1a6bc41f4e3a9bfa7b80036c5fa6f7,Structure-Centric Graph Foundation Model via Geometric Bases,2026,arXiv.org,3,0.8716,F,Xiaodong He; Hao-Lan He; Rui-Yi Fang; Ming Sun; Zhao Kang,unavailable,OFA:citations,Graph foundation models (GFMs) seek transferable representations across graph domains but are limited by structural heterogeneity and incompatible node feature spaces. We propose Structure-Centric Gra,no
11fe96140d30557ab1908bb1ebeecfd78021891a,Graph-R1: Incentivizing the Zero-Shot Graph Learning Capability in LLMs via Explicit Reasoning,2025,Conference on Empirical Methods in Natural Language Processing,8,0.8715,F,Yicong Wu; Guangyue Lu; Yuan Zuo; Hua-Rong Zhang; Jun-Jie Wu,unavailable,"CS-TAG:citations,OFA:citations","Generalizing to unseen graph tasks without task-pecific supervision remains challenging. Graph Neural Networks (GNNs) are limited by fixed label spaces, while Large Language Models (LLMs) lack structu",no
ec3d5b698d375cb87ce244e445c708501d0bf586,Mochi: Aligning Pre-training and Inference for Efficient Graph Foundation Models via Meta-Learning,2026,arXiv.org,0,0.871,F,João Mattos; Arlei Silva,unavailable,OFA:citations,"We propose Mochi, a Graph Foundation Model that addresses task unification and training efficiency by adopting a meta-learning based training framework. Prior models pre-train with reconstruction-base",no
939f17a7f8595ccbab0a0531893a136d2d377073,Neural Architecture Search in Graph Neural Networks,2020,Brazilian Conference on Intelligent Systems,35,0.871,D,Matheus Nunes; G. Pappa,unavailable,AutoML_graph:references,"Performing analytical tasks over graph data has become increasingly interesting due to the ubiquity and large availability of relational information. However, unlike images or sentences, there is no n",no
6a42d9c09f6b079a82478c2bed5491c2fb7e1b0f,Learning Posterior Predictive Distributions for Node Classification from Synthetic Graph Priors,2026,arXiv.org,11,0.8708,F,Jeongwhan Choi; Jongwoo Kim; Woo-Chang Kang; Noseong Park,unavailable,OFA:citations,One of the most challenging problems in graph machine learning is generalizing across graphs with diverse properties. Graph neural networks (GNNs) face a fundamental limitation: they require separate ,no
cb3880a2bd6102e8dd51dfc22f65682a55250a8f,AgentGL: Towards Agentic Graph Learning with LLMs via Reinforcement Learning,2026,Annual Meeting of the Association for Computational Linguistics,3,0.8707,"B,C",Yuan-Fu Sun; Kan Li; Dongzhe Fan; Jia-Jin Liu; Qiaoyu Tan,unavailable,"CS-TAG:citations,TAPE:citations","Large Language Models (LLMs) increasingly rely on agentic capabilities-iterative retrieval, tool use, and decision-making-to overcome the limits of static, parametric knowledge. Yet existing agentic f",no
ba0d462c8094272c0205b8243c11f23b9995a253,Generalized Graph Prompt: Toward a Unification of Pre-Training and Downstream Tasks on Graphs,2023,IEEE Transactions on Knowledge and Data Engineering,75,0.8707,F,Xingtong Yu; Zheng-Hao Liu; Yuan Fang; Ze-Min Liu; Sihong Chen; Xinming Zhang,unavailable,OFA:references,"Graphs can model complex relationships between objects, enabling a myriad of Web applications such as online page/article classification and social recommendation. While graph neural networks (GNNs) h",no
65303e3932cec709ea2acc5c9584cfc0d2b21ac8,Robustness of Graph Self-Supervised Learning to Real-World Noise: A Case Study on Text-Driven Biomedical Graphs,2026,arXiv.org,0,0.8706,A,Othmane Kabal; M. Harzallah; Fabrice Guillet; Hideaki Takeda; R. Ichise,unavailable,GSL_ProGNN:citations,"Graph Self-Supervised Learning (GSSL) offers a powerful paradigm for learning graph representations without labeled data. However, existing work assumes clean, manually curated graphs. Recent advances",no
14904c8a5be6528c70cb1ca73604252705ea2c05,Chimaera: A Mixture-of-Graph-Experts Architecture for Cross-Task and Cross-Dataset Graph Learning,2026,unavailable,0,0.8705,B,John P. Frank; David Richerby; A. Scherp,unavailable,OFA:citations,Designing foundation models for graphs is challenging due to the irregular structure of graphs and the different sizes and characteristics of embeddings. Chimaera integrates mixture-of-experts with gr,no
2ca2332434413affd2747697c4b7c4ffda139471,Path-LLM: A Shortest-Path-based LLM Learning for Unified Graph Representation,2024,arXiv.org,11,0.8701,F,Wenbo Shang; Xuliang Zhu; Xin Huang,unavailable,GLEM:citations,"Unified graph representation learning aims to generate node embeddings, which can be applied to multiple downstream applications of graph analytics. However, existing studies based on graph neural net",no
f496da0a8bfb2d7363d2fde1f1140628339cae11,GraphContainer: A Unified Platform for Comparing and Debugging Graph RAG Methods,2026,Proceedings of the VLDB Endowment,0,0.87,C,Seonho An; Chaejeong Hyun; Min-Soo Kim,unavailable,LightRAG:citations,"  Graph RAG mitigates hallucinations and stale knowledge in LLMs, particularly for multi-hop question answering. However, existing approaches remain highly fragmented and incompatible. The structural ",no
55367fbade73f96181ffcf52169d0471d4c014a2,GraphText: Graph Reasoning in Text Space,2023,arXiv.org,151,0.8698,F,Jianan Zhao; Le Zhuo; Yikang Shen; Meng Qu; Kai Liu; Michael M. Bronstein; Zhaocheng Zhu; Jian Tang,unavailable,GLEM:citations,"Large Language Models (LLMs) have gained the ability to assimilate human knowledge and facilitate natural language interactions with both humans and other LLMs. However, despite their impressive achie",no
bd59a81a7de97648617c67dc972737fabaacd1ba,STAGE: Simplified Text-Attributed Graph Embeddings using Pre-trained LLMs,2024,KALLM,7,0.8698,B,Aaron Zolnai-Lucas; Jack Boylan; Chris Hokamp; Parsa Ghaffari,unavailable,CS-TAG:citations,"We present STAGE, a straightforward yet effective method for enhancing node features in Graph Neural Network (GNN) models that encode Text-Attributed Graphs (TAGs). Our approach leverages Large-Langua",no
