paperId,title,year,venue,citationCount,similarity,tldr,authors,found_via,abstract_preview,arxiv,doi,oa_pdf,buckets,already_cited
9e3c81a495cf92de1e91997f05a556a6df6366a4,"Retrieval-Augmented Generation for Curated Thematic Corpora: A Critical Survey, Bibliometric Evidence, and the ThemePath-RAG Framework",2026,Information,1,0.8838,"This paper proposes ThemePath-RAG, a retrieval framework that retrieves curated thematic paths as high-recall semantic routes, expands candidate canonical evidence, and applies query-aware scoring and global pruning before generation.",Winda Monika; D. Dewi; A. Nasution; Aytuğ Onan; Yohei Murakami,LightRAG:citations,"Retrieval-Augmented Generation (RAG) grounds large language models in external evidence, but many RAG systems represent knowledge either as flat text chunks or as automatically constructed indexing gr",unavailable,10.3390/info17070660,https://www.mdpi.com/2078-2489/17/7/660/pdf?version=1783434937,F,no
7f4dc2278edc9e23a1d72cfb9fdb932a68e7b3b1,HeTGB: A Comprehensive Benchmark for Heterophilic Text-Attributed Graphs,2025,arXiv.org,5,0.8836,"The HeTGB is introduced, a novel benchmark comprising five real-world heterophilic graph datasets from diverse domains, with nodes enriched by extensive textual descriptions that enables systematic evaluation of GNNs, pre-trained language models (PLMs) and co-training methods on the node classification task.",Shujie Li; Yuxia Wu; Chuan Shi; Yuan Fang,"CS-TAG:citations,GLEM:citations,OFA:citations","Graph neural networks (GNNs) have demonstrated success in modeling relational data primarily under the assumption of homophily. However, many real-world graphs exhibit heterophily, where linked nodes ",2503.04822,10.48550/arXiv.2503.04822,unavailable,B,no
98097c3d23e811717c4a9d958d144a5cb6dafe7c,A Pure Transformer Pretraining Framework on Text-attributed Graphs,2024,LOG IN,9,0.8834,"The framework, Graph Sequence Pretraining with Transformer (GSPT), samples node contexts through random walk and employs masked feature reconstruction to capture pairwise proximity in the LLM-unified feature space using a standard Transformer, alleviates structural heterogeneity and achieves significantly better transferability among graphs within the same domain.",Yu Song; Haitao Mao; Jiacheng Xiao; Jing-Zhe Liu; Zhikai Chen; Wei-dong Jin; Carl Yang; Jiliang Tang; Hui Liu,"GLEM:citations,TAPE:citations","Pretraining plays a pivotal role in acquiring generalized knowledge from large-scale data, achieving remarkable successes as evidenced by large models in CV and NLP. However, progress in the graph dom",2406.13873,10.48550/arXiv.2406.13873,unavailable,B,no
a6d2eb2e7bf518e93595e80e61127176f36204f5,Hierarchical Compression of Text-Rich Graphs via Large Language Models,2024,arXiv.org,5,0.8834,"Hierarchical Compression (HiCom) is introduced, a novel method to align the capabilities of LLMs with the structure of text-rich graphs and can outperform both GNNs and LLM backbones for node classification on e-commerce and citation graphs.",Shichang Zhang; Da Zheng; Jiani Zhang; Qi Zhu; Xiang Song; Soji Adeshina; Christos Faloutsos; George Karypis; Yizhou Sun,GLEM:citations,"Text-rich graphs, prevalent in data mining contexts like e-commerce and academic graphs, consist of nodes with textual features linked by various relations. Traditional graph machine learning models, ",2406.11884,10.48550/arXiv.2406.11884,unavailable,F,no
9ac741803ab714ea51edded57d3b149eaf896dc3,Odin: Oriented Dual-module Integration for Text-rich Network Representation Learning,2025,Neurocomputing,0,0.8833,"Odin (Oriented Dual-module INtegration), a new architecture that injects graph structure into Transformers at selected depths through an oriented dual-module mechanism, and Light Odin, a lightweight variant that preserves the same layer-aligned structural abstraction for faster training and inference.",Kaifeng Hong; Yinglong Zhang; Xiaoying Hong; Xuewen Xia; Xing Xu,"GLEM:citations,OFA:citations,TAPE:citations",Text-attributed graphs require models to effectively combine strong textual understanding with structurally informed reasoning. Existing approaches either rely on GNNs--limited by over-smoothing and h,2511.21416,10.1016/j.neucom.2026.133018,https://arxiv.org/pdf/2511.21416,B,no
3fe789d4a3fe82007af9e610675207e0d5a2c524,On the Safety of Graph Representation Learning,2026,arXiv.org,0,0.8833,"GRL-Safety is introduced, a multi-axis safety evaluation benchmark for GRL, which evaluates twelve representative methods, spanning topology-only embedding methods, supervised GNNs, self-supervised graph models, and GFMs, on twenty-five graph datasets under standardized evaluation conditions while preserving method-native adaptation.",Xiaoguang Guo; Zehong Wang; Ziming Li; Shawn Spitzel; S. Kwon; Tianyi Ma; Yanfang Ye; Chuxu Zhang,OFA:citations,"Graph representation learning (GRL) has evolved from topology-only graph embeddings to task-specific supervised GNNs, and more recently to reusable representations and graph foundation models (GFMs). ",2605.06576,10.48550/arXiv.2605.06576,unavailable,F,no
741f780f2da75d9999876b82d9f2acac79720944,Integrating Structural and Semantic Signals in Text-Attributed Graphs with BiGTex,2025,Machine Learning with Applications,4,0.8832,"This work proposes BiGTex (Bidirectional Graph Text), a novel architecture that tightly integrates GNNs and LLMs through stacked Graph-Text Fusion Units, and achieves state-of-the-art performance in node classification and generalizes effectively to link prediction.",Azadeh Beiranvand; S. Vahidipour,"GLEM:citations,TAPE:citations",Text-attributed graphs (TAGs) present unique challenges in representation learning by requiring models to capture both the semantic richness of node-associated texts and the structural dependencies of,2504.12474,10.1016/j.mlwa.2026.100921,https://doi.org/10.1016/j.mlwa.2026.100921,B,no
86454a0383d8b59ae2843116f960a1c99551f5ed,Parameter-Efficient Tuning Large Language Models for Graph Representation Learning,2024,arXiv.org,3,0.8831,"Graph-aware Parameter-Efficient Fine-Tuning - GPEFT is introduced, a novel approach for efficient graph representation learning with LLMs on text-rich graphs that directly generate the node embeddings from large language models with an affordable fine-tuning cost.",Qi Zhu; Da Zheng; Xiang Song; Shichang Zhang; Bowen Jin; Yizhou Sun; G. Karypis,GLEM:citations,"Text-rich graphs, which exhibit rich textual information on nodes and edges, are prevalent across a wide range of real-world business applications. Large Language Models (LLMs) have demonstrated remar",2404.18271,10.48550/arXiv.2404.18271,unavailable,F,no
0461a4cd6d5fd75305fe67d65a67e244f4e8ec0a,GraphPFN: A Prior-Data Fitted Graph Foundation Model,2025,arXiv.org,18,0.8827,"GraphPFN is proposed, a PFN-based model designed and pretrained specifically for graph node-level tasks and achieves state-of-the-art results in both in-context learning and finetuning regimes, outperforming G2T-FM, prior GFMs, and task-specific GNNs trained from scratch.",Dmitry Eremeev; Oleg Platonov; Gleb Bazhenov; Artem Babenko; Liudmila Prokhorenkova,OFA:citations,"Graph foundation models face several fundamental challenges including transferability across diverse domains and data scarcity, which calls into question the very feasibility of creating such models. ",2509.21489,10.48550/arXiv.2509.21489,unavailable,F,no
4633d08cded8a6d1d6aba6ce8eeb7fd88547bca8,LLM4GNAS: A Large Language Model Based Toolkit for Graph Neural Architecture Search,2025,arXiv.org,3,0.8823,"LLM4GNAS is a toolkit for GNAS that leverages the generative capabilities of Large Language Models, enabling the adaptation of GNAS methods to new search spaces through the modification of LLM prompts, and outperforms existing GNAS methods on tasks involving both homogeneous and heterogeneous graphs.",Yang Gao; Hong Yang; Yi-Zhi Chen; Jun-Xian Wu; Peng Zhang; Haishuai Wang,"AutoML_graph:citations,TAPE:citations","Graph Neural Architecture Search (GNAS) facilitates the automatic design of Graph Neural Networks (GNNs) tailored to specific downstream graph learning tasks. However, existing GNAS approaches often r",2502.10459,10.48550/arXiv.2502.10459,unavailable,D,no
1ff82acd7854dfca7f241d5429b5885b1d99db95,GraphRAFT: Retrieval Augmented Fine-Tuning for Knowledge Graphs on Graph Databases,2025,arXiv.org,7,0.8818,"GraphRAFT is presented, a retrieve-and-reason framework that finetunes LLMs to generate provably correct Cypher queries to retrieve high-quality subgraph contexts and produce accurate answers that can be taken off theshelf and used on KGs stored in native graph DBs.",Alfred Clemedtson; Borun Shi,"GLEM:citations,TAPE:citations",Large language models have shown remarkable language processing and reasoning ability but are prone to hallucinate when asked about private data. Retrieval-augmented generation (RAG) retrieves relevan,2504.05478,10.48550/arXiv.2504.05478,unavailable,C,no
a899510fe70c57a9d2a2bd180bd4096736e3bd3b,Improving LLM Reasoning with Homophily-aware Structural and Semantic Text-Attributed Graph Compression,2026,arXiv.org,0,0.8815,"Extensive experiments on 10 node-level benchmarks across LLMs of varying sizes and families demonstrate that, by feeding LLMs with structurally and semantically compressed inputs, HS2C simultaneously enhances the compression rate and downstream inference accuracy, validating its superiority and scalability.",Zijun Di; Bin Lu; Huquan Kang; Luoyi Fu; Jiaxin Ding; Xiaoying Gan; Lei Zhou; Xinbing Wang; Cheng Zhou,TAPE:citations,Large language models (LLMs) have demonstrated promising capabilities in Text-Attributed Graph (TAG) understanding. Recent studies typically focus on verbalizing the graph structures via handcrafted p,2601.08187,10.48550/arXiv.2601.08187,unavailable,B,no
73b3d2665f76ee0120738f31af4c780335376f16,Graph Machine Learning Meets Multi-Table Relational Data,2024,Knowledge Discovery and Data Mining,10,0.8814,"This survey surveys existing tools and strategies that can be combined to address the more fundamental problem of predictive tabular modeling over data native to multiple tables, with no explicit relational structure assumed a priori.",Quan Gan; Minjie Wang; David Wipf; Christos Faloutsos,AutoG:references,"While graph machine learning, and notably graph neural networks (GNNs), have gained immense traction in recent years, application is predicated on access to a known input graph upon which predictive m",unavailable,10.1145/3637528.3671471,https://doi.org/10.1145/3637528.3671471,F,no
1bd57f00a1cb85c1242924e0e80c6b2c0de9a9ab,Revisiting Random Walks for Learning on Graphs,2024,International Conference on Learning Representations,19,0.8812,unavailable,Jinwoo Kim; Olga Zaghen; Ayhan Suleymanzade; Y. Ryou; Seunghoon Hong,"GLEM:citations,TAPE:citations","We revisit a simple model class for machine learning on graphs, where a random walk on a graph produces a machine-readable record, and this record is processed by a deep neural network to directly mak",2407.01214,10.48550/arXiv.2407.01214,unavailable,F,no
3f80a0ec819a6b781ba2babbb9459029d8fc3356,MetaGL: Evaluation-Free Selection of Graph Learning Models via Meta-Learning,2022,International Conference on Learning Representations,8,0.8806,"This work develops the first meta-learning approach for evaluation-free graph learning model selection, called MetaGL, which utilizes the prior performances of existing methods on various benchmark graph datasets to automatically select an effective model for the new graph, without any model training or evaluations.",Namyong Park; Ryan A. Rossi; Nesreen K. Ahmed; C. Faloutsos,AutoML_graph:citations,"Given a graph learning task, such as link prediction, on a new graph, how can we select the best method as well as its hyperparameters (collectively called a model) without having to train or evaluate",2206.09280,unavailable,unavailable,F,no
bab2f5cb837af0f34ca5ed5e42e47a35b0432b00,Advancing Tabular Data Classification with Graph Neural Networks: A Random Forest Proximity Method,2024,BigData Congress [Services Society],3,0.8805,unavailable,Soheila Farokhi; Hao-Zhe Chen; Kevin R. Moon; Hamid Karimi,GSL_IDGL:citations,"Graphs are essential for modeling complex relationships, analyzing networks, and offering versatile representations that capture diverse data structures. Graph Neural Networks (GNNs) excel in processi",unavailable,10.1109/BigData62323.2024.10825972,unavailable,F,no
f67f718288c545164704a3e253e165be5a6da59f,A Survey on Self-Supervised Graph Foundation Models: Knowledge-Based Perspective,2024,IEEE Transactions on Knowledge and Data Engineering,14,0.8804,"A knowledge-based taxonomy that categorizes self-supervised graph models by the specific graph knowledge utilized, including microscopic (nodes, links, etc.), mesoscopic (context, clusters, etc.), and macroscopic (global structure, manifolds, etc.) is presented.",Zi-qiang Zhao; Yixin Su; Yu-Hua Li; Yixiong Zou; Ruixuan Li; Rui Zhang,"GLEM:citations,TAPE:citations",The field of graph foundation models (GFMs) has seen a dramatic rise in interest in recent years. Their powerful generalization ability is believed to be endowed by self-supervised pre-training and do,2403.16137,10.1109/TKDE.2025.3568147,unavailable,F,no
3f7afdeccdc33c39b3b62a251b07baf2196a8e4f,LPNL: Scalable Link Prediction with Large Language Models,2024,Annual Meeting of the Association for Computational Linguistics,14,0.8803,"This work introduces LPNL (Link Prediction via Natural Language), a framework based on large language models designed for scalable link prediction on large-scale heterogeneous graphs, and proposes a two-stage sampling pipeline to extract crucial information from the graphs.",Baolong Bi; Shenghua Liu; Yiwei Wang; Lingrui Mei; Xueqi Cheng,GLEM:citations,"Exploring the application of large language models (LLMs) to graph learning is a emerging endeavor. However, the vast amount of information inherent in large graphs poses significant challenges to thi",2401.13227,10.18653/v1/2024.findings-acl.215,https://aclanthology.org/2024.findings-acl.215.pdf,F,no
6420e0641be90ecfbb431cb77accc300a4a70e11,How to Make LMs Strong Node Classifiers?,2024,Conference of the European Chapter of the Association for Computational Linguistics,5,0.8798,"A novel approach that empowers off-the-shelf LMs to achieve performance comparable to state-of-the-art (SOTA) GNNs on node classification tasks, without requiring any architectural modification.",Zhe Xu; Kaveh Hassani; Si Zhang; Han-Qing Zeng; Michihiro Yasunaga; Limei Wang; Dongqi Fu; Ning Yao; Bo Long; Hanghang Tong,GLEM:citations,"Language Models (LMs) are increasingly challenging the dominance of domain-specific models, such as Graph Neural Networks (GNNs) and Graph Transformers (GTs), in graph learning tasks. Following this t",2410.02296,10.18653/v1/2026.findings-eacl.14,https://doi.org/10.18653/v1/2026.findings-eacl.14,F,no
b047a3018296a241ed3b7e067c29c469411cef8a,GUNDAM: Aligning Large Language Models with Graph Understanding,2024,arXiv.org,7,0.8797,"This work introduces the \textbf{G}raph, a model that adapts LLMs to better understand and engage with the structure of graph data, enabling them to perform complex reasoning tasks by leveraging the graph's structure itself.",Sheng Ouyang; Yu-Lan Hu; Ge Chen; Yong Liu,TAPE:citations,"Large Language Models (LLMs) have achieved impressive results in processing text data, which has sparked interest in applying these models beyond textual data, such as graphs. In the field of graph le",2409.20053,10.48550/arXiv.2409.20053,unavailable,F,no
bde114f89eb9a9cb2e90bb699f6891c62500da4e,Why Does Graph Learning Fail to Fully Benefit from a Text Teacher?,2026,unavailable,0,0.8797,"A multimodal model that combines two complementary ideas: a self-supervised method that enables a GNN encoder pretrained on one dataset to operate directly on another dataset with a different node-feature dimensionality, without rebuilding the model or realigning the data is investigated.",Fumiaki Kimino; Ryoma Sato Sokendai; National Institute of Informatics,GLEM:citations,Graph neural networks (GNNs) are widely used to represent complex interactions and relationships among entities. We investigate a multimodal model that combines two complementary ideas: a self-supervi,2608.25741,unavailable,unavailable,F,no
47092eefd7194d5c7a4e6bdb8cc5045a49583f0e,Both Topology and Text Matter: Revisiting LLM-guided Out-of-Distribution Detection on Text-attributed Graphs,2026,Proceedings of the 32nd ACM SIGKDD Conference on Knowledge Discovery and Data Mining V.2,0,0.8796,"LG-Plug is proposed, an LLM-Guided Plug-and-play framework for TAG OOD detection that aligns topology and text representations to obtain fine-grained node embeddings, then constructs consensus-driven OOD exposure through clustered iterative LLM prompting.",Yin-Lin Zhu; Di Wu; Xu Wang; Guocong Quan; Miao Hu,"CS-TAG:citations,GLEM:citations,OFA:citations","Text-attributed graphs (TAGs) associate nodes with textual attributes and graph structure, enabling GNNs to jointly model semantic and structural information. Although effective on in-distribution (ID",2602.11641,10.1145/3770855.3817900,https://doi.org/10.1145/3770855.3817900,B,no
9652a11a76ca3a163820f258aeb598a9cfe8bb3f,MOSAIC: Query-Aware Exploration Policy Adaptation for GraphRAG,2026,unavailable,0,0.8795,"Mosaic is presented, a training-free framework that formulates GraphRAG retrieval as a per-query control problem that converts query-specific evidence requirements into a bounded policy over seed selection, graph traversal, stopping, and evidence selection while the corpus graph, indexes, scoring functions, grounding procedure, and answer generator remain shared.",Eunkyeong Lee; Kyeong-Jin Oh; Jinwon Kim; Hye-Hwa Lee; Min-Sang Song; Hyeongjun Jang; Junyoung Youn,"GraphRAG:citations,LightRAG:citations","Graph Retrieval-Augmented Generation (GraphRAG) can connect evidence distributed across a corpus graph, but most systems use largely shared exploration procedures across queries. This creates a struct",2609.11065,unavailable,unavailable,C,no
6b7d6e6416343b2a122f8416e69059ce919026ef,Inductive Representation Learning on Large Graphs,2017,Neural Information Processing Systems,21235,0.8793,"GraphSAGE is presented, a general, inductive framework that leverages node feature information (e.g., text attributes) to efficiently generate node embeddings for previously unseen data and outperforms strong baselines on three inductive node-classification benchmarks.",William L. Hamilton; Z. Ying; J. Leskovec,"GLEM:references,GSL_IDGL:references,GSL_ProGNN:references,OFA:references,TAPE:references,UltraTAG:references","Low-dimensional embeddings of nodes in large graphs have proved extremely useful in a variety of prediction tasks, from content recommendation to identifying protein functions. However, most existing ",1706.02216,unavailable,unavailable,B,yes
4d20c1a0e49690b9d83d4899b93a07710c291683,GA-Clip: Semantic-Aware Graph Augmentation for Contrastive Learning,2025,IEEE International Conference on Multimedia and Expo,0,0.8792,unavailable,Shuaiqi Lu; Yi Guo; Zhenlin An; Yanqiao Zhu; Ning Huang,"CS-TAG:citations,TAPE:citations","Recent advancements in Text-Attributed Graphs (TAGs) have attracted significant attention for their wide-ranging applications in domains such as social networks, academics, and e-commerce. The powerfu",unavailable,10.1109/ICME59968.2025.11210233,unavailable,B,no
136ec4b210d37a011a4bf5a7d45bcb50e7cc5936,Large Language Models Meet Text-Attributed Graphs: A Survey of Integration Frameworks and Applications,2025,arXiv.org,5,0.879,"This survey provides the first systematic review of LLM--TAG integration from an orchestration perspective, and introduces a novel taxonomy covering two fundamental directions: LLM for TAG, where LLMs enrich graph-based tasks, and TAG for LLM, where structured graphs improve LLM reasoning.",Guangxin Su; Hanchen Wang; Jianwei Wang; Wenjie Zhang; Ying Zhang; Jian Pei,"GLEM:citations,OFA:citations","Large Language Models (LLMs) have achieved remarkable success in natural language processing through strong semantic understanding and generation. However, their black-box nature limits structured and",2510.21131,10.48550/arXiv.2510.21131,unavailable,B,no
ac0511662ec8b3245fcd99e1b30fb511115804bb,Processing the Narrative: Innovative Graph Models and Queries for Textual Content Knowledge Extraction,2024,Electronics,3,0.879,"This study’s hypothesis states that graph-based representations can be particularly effective when annotated with sophisticated querying and analytics techniques and discussed through the lenses of contributions in linguistics, natural language processing, graph theory, databases, and artificial intelligence.",Genoveva Vargas-Solar,AutoML_graph:citations,"The internet contains vast amounts of text-based information across various domains, such as commercial documents, medical records, scientific research, engineering tests, and events affecting urban a",unavailable,10.3390/electronics13183688,https://www.mdpi.com/2079-9292/13/18/3688/pdf,F,no
aa66b1c51bb64f5905387d334b0c2296ee3b3acc,What Makes Graph Unified? Principles and Generative Sliding-Window Transformer for Graph Foundation Models,2026,arXiv.org,0,0.8789,"SliGFM is proposed, a graph foundation model built upon topology-aware sliding-window feature encoding and generative reconstruction that enables a smoothness-aware transformer to capture transferable relational patterns among feature tokens within each node, while the generative reconstruction objective encourages preservation of the original feature information.",Dong-Xiao He; Siqi Liu; Ji-Tao Zhao; Yawen Li; Yi Wang; Di Jin,OFA:citations,"Graph Foundation Models (GFMs) have recently emerged as a promising paradigm for general-purpose graph learning, aiming to learn reusable knowledge that generalizes across diverse graph domains and do",2607.27966,10.48550/arXiv.2607.27966,unavailable,F,no
df5c2c3bb92471f921e97d3167120af1cca0ff35,Glance for Context: Learning When to Leverage LLMs for Node-Aware GNN-LLM Fusion,2025,arXiv.org,3,0.8788,"This work reframe LLM-GNN fusion around nodes where GNNs typically falter, and proposes GLANCE (GNN with LLM Assistance for Neighbor- and Context-aware Embeddings), a framework that invokes an LLM to refine a GNN's prediction.",Donald Loveland; Yao-An Yang; Danai Koutra,"GLEM:citations,TAPE:citations","Learning on text-attributed graphs has motivated the use of Large Language Models (LLMs) for graph learning. However, most fusion strategies are applied uniformly across all nodes and attain only smal",2510.10849,10.48550/arXiv.2510.10849,unavailable,B,no
42718270edd86241ebc6a12cebb2f1b0201d7957,HopRank: Self-Supervised LLM Preference-Tuning on Graphs for Few-Shot Node Classification,2026,arXiv.org,0,0.8783,"Experiments on three TAG benchmarks show that HopRank matches fully-supervised GNNs and substantially outperforms prior graph-LLM methods, despite using zero labeled training data.",Ziqing Wang; Kaize Ding,"GLEM:citations,TAPE:citations","Node classification on text-attributed graphs (TAGs) is a fundamental task with broad applications in citation analysis, social networks, and recommendation systems. Current GNN-based approaches suffe",2604.17271,10.48550/arXiv.2604.17271,unavailable,B,no
5e7d759fe6c09ad180d44d332c8af02e3f869867,Evaluating Progress in Graph Foundation Models: A Comprehensive Benchmark and New Insights,2026,arXiv.org,3,0.8783,"A new benchmark is presented that jointly evaluates topic and format gaps across the full GFM pipeline, including multi-domain self-supervised pre-training and few-shot downstream adaptation, and provides a timely evaluation of recent GFMs in the rapidly evolving landscape.",Xingtong Yu; Shenghua Ye; Ruijuan Liang; Chang Zhou; Hong Cheng; Xinming Zhang; Yuan Fang,"GLEM:citations,OFA:citations","Graph foundation models (GFM) aim to acquire transferable knowledge by pre-training on diverse graphs, which can be adapted to various downstream tasks. However, domain shift in graphs is inherently t",2603.10033,10.48550/arXiv.2603.10033,unavailable,F,no
922f83bf4bdd76a8ad624a47c9a80d77478b9283,UniGTE: Unified Graph-Text Encoding for Zero-Shot Generalization across Graph Tasks and Domains,2025,Neural Information Processing Systems,8,0.878,"UniGTE, an instruction-tuned encoder-decoder framework that unifies structural and semantic reasoning, achieves new state-of-the-art zero-shot results on node classification, link prediction, graph classification, and graph regression under cross-task and cross-domain settings, demonstrating that tight integration of graph structure with LLM semantics enables robust, transferable graph reasoning.",Duo Wang; Yuan Zuo; Guangyue Lu; Jun-Jie Wu,"CS-TAG:citations,OFA:citations,TAPE:citations","Generalizing to unseen graph tasks without task-specific supervision is challenging: conventional graph neural networks are typically tied to a fixed label space, while large language models (LLMs) st",2510.16885,10.48550/arXiv.2510.16885,unavailable,F,no
f26482b62d9bb6927930f17394d39f6c7d02c81e,Accelerating Graph Query Languages for Machine Learning and Retrieval Augmented Generation,2024,BigData Congress [Services Society],1,0.878,unavailable,Alexandria Barghi,AutoML_graph:citations,"Graph query languages are becoming increasingly popular across a variety of domains to specify complex queries, analytics, and traversals in a format familiar to users of traditional tabular query lan",unavailable,10.1109/BigData62323.2024.10825641,unavailable,C,no
5aab393250df9ce7942d86868134d35b1d196732,Bridging Input Feature Spaces Towards Graph Foundation Models,2026,arXiv.org,4,0.8776,"This work proposes ALL-IN, a simple and theoretically grounded method that enables transferability across datasets with different input features, and shows that the computed node-covariance operators and the resulting node representations are invariant in distribution to permutations of the input features.",Moshe Eliasof; Krishna Sri Ipsit Mantri; Beatrice Bevilacqua; Bruno Ribeiro; C. Schönlieb,OFA:citations,"Unlike vision and language domains, graph learning lacks a shared input space, as input features differ across graph datasets not only in semantics, but also in value ranges and dimensionality. This m",2605.04834,10.48550/arXiv.2605.04834,unavailable,F,no
4377c5f9730f82894a9f3da95f014301adebd01f,4DBInfer: A 4D Benchmarking Toolbox for Graph-Centric Predictive Modeling on RDBs,2024,VLDB Workshops,27,0.8773,"To more precisely target RDBs lying at the nexus of relational databases, graph-based alternatives such as GNNs applied to a completely different set of graph datasets devoid of tabular characteristics are targeted.",Minjie Wang; Quan Gan; David Wipf; Zhenkun Cai; Ning Li; Jianheng Tang; Yanlin Zhang; Zi-Zhao Zhang; Zunyao Mao; Yakun Song; Yan-Bo Wang; Jiahang Li; Han Zhang; Guang Yang; Xiao Qin; Chuan Lei; Muhan Zhang; Weinan Zhang; Christos Faloutsos; Zheng Zhang,AutoG:references,"Given a relational database (RDB), how can we predict missing column values in some target table of interest? Although RDBs store vast amounts of rich, informative data spread across interconnected ta",unavailable,10.52202/079017-0856,unavailable,F,no
000b4b45fec757fc339f9112a6feb3c3f8bf5de2,GRIP: In-Parameter Graph Reasoning through Fine-Tuning Large Language Models,2025,Proceedings of the 32nd ACM SIGKDD Conference on Knowledge Discovery and Data Mining V.2,2,0.8773,unavailable,Jiarui Feng; Donghong Cai; Yixin Chen; Muhan Zhang,"OFA:citations,TAPE:citations","Large Language Models (LLMs) have demonstrated remarkable capabilities in modeling sequential textual data and generalizing across diverse tasks. However, effectively adapting LLMs to structural data,",2511.07457,10.1145/3770855.3817895,https://doi.org/10.1145/3770855.3817895,F,no
4d1bcfb754dcd14fd312356021d9e332d3d3b18f,Label-free Node Classification on Graphs with Large Language Models (LLMS),2023,International Conference on Learning Representations,115,0.8771,"This work introduces a label-free node classification on graphs with LLMs pipeline, LLM-GNN, which amalgamates the strengths of both GNNs and LLMs while mitigating their limitations while leveraging the confidence scores derived from LLMs to advanced node selection.",Zhikai Chen; Haitao Mao; Hongzhi Wen; Haoyu Han; Wei-dong Jin; Haiyang Zhang; Hui Liu; Jiliang Tang,UltraTAG:references,"In recent years, there have been remarkable advancements in node classification achieved by Graph Neural Networks (GNNs). However, they necessitate abundant high-quality labels to ensure promising per",2310.04668,10.48550/arXiv.2310.04668,https://arxiv.org/pdf/2310.04668,F,no
c2d40522eaa5523d67a0de5e4098e7031fdccb3d,Pitfalls of Graph Neural Network Evaluation,2018,arXiv.org,1886,0.8768,This paper performs a thorough empirical evaluation of four prominent GNN models and suggests that simpler GNN architectures are able to outperform the more sophisticated ones if the hyperparameters and the training procedure are tuned fairly for all models.,Oleksandr Shchur; Maximilian Mumme; Aleksandar Bojchevski; Stephan Günnemann,"AutoML_graph:references,OFA:references","Semi-supervised node classification in graphs is a fundamental problem in graph mining, and the recently proposed graph neural networks (GNNs) have achieved unparalleled results on this task. Due to t",1811.05868,unavailable,unavailable,F,no
3a053d39f4934f37a44e42773ed9193fbf709eba,SaVe-TAG: LLM-based Interpolation for Long-Tailed Text-Attributed Graphs,2024,Knowledge Discovery and Data Mining,2,0.8764,"This work proposes a novel VRM framework that leverages Large Language Models (LLMs) to perform text-level interpolation, generating on-manifold, boundary-enriching synthetic samples for minority classes and introduces a confidence-based edge assignment mechanism that uses graph topology as a natural filter to ensure structural consistency.",Leyao Wang; Yu Wang; B. Ni; Yuying Zhao; Han Wang; Yao Ma; Tyler Derr,CS-TAG:citations,"Real-world graph data often follows long-tailed distributions, making it difficult for Graph Neural Networks (GNNs) to generalize well across both head and tail classes. Recent advances in Vicinal Ris",2410.16882,10.1145/3770854.3780311,https://doi.org/10.1145/3770854.3780311,B,no
24425a9c777d2b633f9678ee057f9aed68f00e20,LitBench: A Graph-Centric Large Language Model Benchmarking Tool For Literature Tasks,2026,Knowledge Discovery and Data Mining,0,0.8763,"LitBench is introduced, a benchmarking tool designed to enable the development and evaluation of domain-specific LLMs tailored to literature-related tasks and an AI agent tool that streamlines data curation, model training, and evaluation.",Andreas A. Varvarigos; Ali Maatouk; Jiasheng Zhang; Ngoc Bui; Jialin Chen; Leandros Tassiulas; Rex Ying,CS-TAG:citations,"While large language models (LLMs) have become the de facto framework for literature-related tasks, they still struggle to function as domain-specific literature agents due to their inability to conne",2603.00051,10.1145/3770854.3785679,https://doi.org/10.1145/3770854.3785679,F,no
c3ae9aa4b9a43c3f0ae522674ec9e0251aef9e4f,Lost in Serialization: Invariance and Generalization of LLM Graph Reasoners,2025,arXiv.org,6,0.8761,"A principled decomposition of graph serializations into node labeling, edge encoding, and syntax is proposed, and LLM robustness to variations of each of these factors is evaluated on a comprehensive benchmarking suite.",Daniel C. Herbst; Lea Karbevska; Divyanshu Kumar; Akanksha Ahuja; Fatemeh Gholamzadeh Nasrabadi; Fabrizio Frasca,OFA:citations,"While promising, graph reasoners based on Large Language Models (LLMs) lack built-in invariance to symmetries in graph representations. Operating on sequential graph serializations, LLMs can produce d",2511.10234,10.48550/arXiv.2511.10234,unavailable,F,no
99f3f66c71d29443d04a7b7f454733fe15830bb3,Graph Neural Networks Need Cluster-Normalize-Activate Modules,2024,Neural Information Processing Systems,8,0.876,"This work demonstrates in node classification and property prediction tasks that CNA significantly improves the accuracy over the state-of-the-art, and it further benefits GNNs in regression tasks as well, reducing the mean squared error compared to all baselines.",Arseny Skryagin; Felix Divo; Mohammad Ali; D. Dhami; K. Kersting,TAPE:citations,"Graph Neural Networks (GNNs) are non-Euclidean deep learning models for graph-structured data. Despite their successful and diverse applications, oversmoothing prohibits deep architectures due to node",2412.04064,10.48550/arXiv.2412.04064,unavailable,F,no
